Date(UTC),NetworkUtilization,TransactionFee,BlockDifficulty,NetworkHash,Uncles,BlockCountRewards,BlockReward,GasUsed,GasLimit,Value (Wei),BlockTime,BlockSize,AddressCount,TxGrowth,Ethersupply2,Supply,MarketCap,Price,Year,Month,Day,Price_tomorrow,Price_change_amount,Price_change,Percent
2015-07-30,0.0,0.0,0.121,11.5297,1299,6912,39316.09375,0,0,0,4.46,644,9205,8893,72049306.59375,72049306.59375,0.0,0.0,2015,7,30,0.0,0.0,0,0.0
2015-07-31,0.0,0.0,0.603,51.4594,511,6863,36191.71875,0,0,0,12.58,582,9361,0,72085498.3125,72085498.3125,0.0,0.0,2015,7,31,0.0,0.0,0,0.0
2015-08-01,0.0,0.0,0.887,57.7845,334,5293,27705.9375,0,0,0,16.34,575,9476,0,72113204.25,72113204.25,0.0,0.0,2015,8,1,0.0,0.0,0,0.0
2015-08-02,0.0,0.0,1.02,67.9224,394,5358,28223.4375,0,0,0,16.12,581,9563,0,72141427.6875,72141427.6875,0.0,0.0,2015,8,2,0.0,0.0,0,0.0
2015-08-03,0.0,0.0,1.126,74.5737,443,5280,27976.71875,0,0,0,16.37,587,9639,0,72169404.40625,72169404.40625,0.0,0.0,2015,8,3,0.0,0.0,0,0.0
2015-08-04,0.0,0.0,1.217,82.0352,458,5368,28478.4375,0,0,0,16.1,587,9696,0,72197882.84375,72197882.84375,0.0,0.0,2015,8,4,0.0,0.0,0,0.0
2015-08-05,0.0,0.0,1.328,86.1558,371,5235,27528.59375,0,0,0,16.51,579,9749,0,72225411.4375,72225411.4375,0.0,0.0,2015,8,5,0.0,0.0,0,0.0
2015-08-06,0.0,0.0,1.381,88.3326,411,5116,27075.46875,0,0,0,16.89,584,9790,0,72252486.90625,72252486.90625,0.0,0.0,2015,8,6,2.77,0.0,0,0.0
2015-08-07,0.1317,3.7318413511279305e+19,1.471,95.2981,409,5189,27437.65625,49353826,122980,604684154870,16.65,633,10314,2050,72279924.5625,72279924.5625,200.215391038125,2.77,2015,8,7,0.81,2.77,1,100.0
2015-08-08,0.0468,6.8099970071856824e+19,1.586,104.8971,458,5256,27943.4375,376006093,1940277,322713574989,16.44,668,10730,2881,72307868.0,72307868.0,58.56937308,0.81,2015,8,8,0.74,-1.96,0,-241.98
2015-08-09,0.0024,1.4098949703205591e+19,1.709,109.6916,421,5123,27178.28125,38863003,3141325,475467129048,16.86,618,11004,1329,72335046.28125,72335046.28125,53.527934248125,0.74,2015,8,9,0.68,-0.07000000000000006,0,-9.46
2015-08-10,0.0045,3.1165144438378738e+19,1.838,120.5988,415,5255,27817.34375,74070061,3141511,421654904254,16.44,631,11679,2037,72362863.625,72362863.625,49.206747265,0.68,2015,8,10,1.06,-0.05999999999999994,0,-8.82
2015-08-11,0.0099,1.1311448586019756e+19,2.036,134.7695,438,5280,28027.8125,163481740,3141521,77838819162,16.37,692,13576,4963,72390891.4375,72390891.4375,76.73434492375,1.06,2015,8,11,1.25,0.38,1,35.85
2015-08-12,0.0044,3.2586992404377743e+19,2.207,143.0004,474,5124,27370.9375,70102332,3141555,444902379011,16.86,653,13913,2036,72418262.375,72418262.375,90.52282796875,1.25,2015,8,12,1.78,0.18999999999999995,1,15.2
2015-08-13,0.0053,2.492916910994312e+19,2.337,156.6101,504,5286,28268.125,88234087,3141552,268683475202,16.34,666,14459,2842,72446530.5,72446530.5,128.95482429,1.78,2015,8,13,1.8,0.53,1,29.78
2015-08-14,0.0043,1.4354834112827458e+19,2.6710000000000003,196.7576,555,5809,31106.71875,78746522,3141575,193455494453,14.88,660,15024,3174,72477637.21875,72477637.21875,130.45974699375,1.8,2015,8,14,1.79,0.020000000000000018,1,1.11
2015-08-15,0.0035,8.836593028046851e+18,3.378,227.665,441,5382,28512.65625,59565914,3141584,144368937208,16.04,638,15407,2284,72506149.875,72506149.875,129.78600827625,1.79,2015,8,15,1.37,-0.010000000000000009,0,-0.56
2015-08-16,0.0036,6.677237924905556e+18,3.632,231.8948,385,5132,27094.53125,58241191,3141581,120940093311,16.84,641,15698,2440,72533244.40625,72533244.40625,99.3705448365625,1.37,2015,8,16,1.2,-0.41999999999999993,0,-30.66
2015-08-17,0.0036,7.642811839634957e+18,3.908,258.9066,377,5347,28118.90625,60515132,3141589,132149993345,16.16,635,15984,2512,72561363.3125,72561363.3125,87.073635975,1.2,2015,8,17,1.27,-0.17000000000000015,0,-14.17
2015-08-18,0.0043,1.1906071340176042e+19,4.378,270.4645,390,4948,26162.8125,66816413,3141585,146513014268,17.46,648,16268,2494,72587526.125,72587526.125,92.18615817875,1.27,2015,8,18,1.26,0.07000000000000006,1,5.51
2015-08-19,0.0056,1.5430950669480219e+19,4.42,284.0496,361,5192,27282.03125,91746712,3141611,194583349948,16.64,653,16553,3246,72614808.15625,72614808.15625,91.494658276875,1.26,2015,8,19,1.48,-0.010000000000000009,0,-0.79
2015-08-20,0.005,6.855566942706631e+18,4.4689999999999985,221.4382,257,4024,21057.03125,63112713,3141608,99011782801,21.47,650,16773,2303,72635865.1875,72635865.1875,107.5010804775,1.48,2015,8,20,1.44,0.21999999999999997,1,14.86
2015-08-21,0.0067,7.855041724705319e+18,4.415,277.282,338,5088,26690.9375,106379973,3141620,79543407701,16.98,668,17070,3919,72662556.125,72662556.125,104.63408082,1.44,2015,8,21,1.39,-0.040000000000000036,0,-2.78
2015-08-22,0.0055,4.2547171829582455e+19,4.828,312.6127,323,5271,27550.46875,90744195,3141669,552841333007,16.39,648,17313,3579,72690106.59375,72690106.59375,101.0392481653125,1.39,2015,8,22,1.35,-0.050000000000000044,0,-3.6
2015-08-23,0.0075,8.049767672901802e+18,5.138,317.1623,320,5013,26255.625,117802449,3141828,73439482806,17.24,681,17662,4190,72716362.21875,72716362.21875,98.1670889953125,1.35,2015,8,23,1.24,-0.039999999999999813,0,-2.96
2015-08-24,0.006,8.876285419798611e+18,5.1789999999999985,333.3458,377,5184,27333.28125,97648912,3141762,92409814705,16.67,673,17839,4432,72743695.5,72743695.5,90.20218242,1.24,2015,8,24,1.17,-0.1100000000000001,0,-8.87
2015-08-25,0.0071,8.259755825110536e+18,5.172999999999999,325.2465,335,5097,26736.09375,114480057,3141658,76432335617,16.95,680,18089,4487,72770431.59375,72770431.59375,85.1414049646875,1.17,2015,8,25,1.16,-0.07000000000000006,0,-5.98
2015-08-26,0.0063,7.447729278556984e+18,5.5870000000000015,343.1277,303,5003,26137.96875,99511209,3141656,60481160549,17.27,669,18298,4156,72796569.5625,72796569.5625,84.4440206925,1.16,2015,8,26,1.13,-0.010000000000000009,0,-0.86
2015-08-27,0.01,8.67096304288794e+18,5.925,341.1168,266,4708,24532.8125,147888097,3141738,59307091958,18.35,708,18508,5590,72821102.375,72821102.375,82.28784568375,1.13,2015,8,27,1.3,-0.030000000000000027,0,-2.65
2015-08-28,0.0077,9.925148370505206e+18,6.251,355.2287,257,4653,24225.15625,111903559,3141816,92879907335,18.57,691,18687,4758,72845327.53125,72845327.53125,94.698925790625,1.3,2015,8,28,1.18,0.17000000000000015,1,13.08
2015-08-29,0.0073,5.507451526061552e+18,6.658,351.45300000000003,232,4329,22525.0,99107570,3141640,56211090684,19.93,682,18815,4139,72867852.53125,72867852.53125,85.984065986875,1.18,2015,8,29,1.32,-0.1200000000000001,0,-10.17
2015-08-30,0.0079,5.634173742432616e+18,6.7810000000000015,340.144,179,4155,21453.59375,102643603,3141760,55155494457,20.77,689,19017,4572,72889306.125,72889306.125,96.213884085,1.32,2015,8,30,1.35,0.14000000000000012,1,10.61
2015-08-31,0.01,7.424533814378986e+18,7.213999999999999,359.3523,182,4122,21293.4375,129040364,3141670,58423521569,20.87,731,19168,5196,72910599.5625,72910599.5625,98.429309409375,1.35,2015,8,31,1.35,0.030000000000000027,1,2.22
2015-09-01,0.0113,7.843769855894397e+18,7.641,363.4134,171,3938,20342.96875,140186844,3142022,56671549652,21.86,741,19349,5153,72930942.53125,72930942.53125,98.4567724171875,1.35,2015,9,1,1.29,0.0,0,0.0
2015-09-02,0.0124,8.153735331051016e+18,8.283999999999999,355.9032,135,3577,18387.34375,139367393,3141705,59243651401,24.12,766,19500,5195,72949329.875,72949329.875,94.10463553875,1.29,2015,9,2,1.26,-0.06000000000000005,0,-4.65
2015-09-03,0.0119,6.970025674099679e+18,8.355,339.3088,126,3383,17380.9375,126323875,3141915,55051483461,25.53,755,19646,4777,72966710.8125,72966710.8125,91.93805562375,1.26,2015,9,3,1.27,-0.030000000000000027,0,-2.38
2015-09-04,0.012,9.733856361469303e+18,6.47,350.0661,232,4443,23081.875,167169621,3141831,58779015464,19.3,762,19791,5642,72989792.6875,72989792.6875,92.697036713125,1.27,2015,9,4,1.37,0.010000000000000009,1,0.79
2015-09-05,0.0103,9.141228323603368e+18,6.235,374.917,274,4921,25629.0625,159443421,3141859,54768144366,17.48,753,19955,5519,73015421.75,73015421.75,100.0311277975,1.37,2015,9,5,1.3,0.10000000000000009,1,7.3
2015-09-06,0.0091,8.055487734515996e+18,6.305,388.4451,345,4978,26168.28125,142769611,3141785,55089818552,17.19,733,20081,5521,73041590.03125,73041590.03125,94.954067040625,1.3,2015,9,6,1.24,-0.07000000000000006,0,-5.38
2015-09-07,0.0113,9.256422395866534e+18,6.339,379.8349,343,4834,25460.46875,170954165,3141753,53594260637,17.77,753,20308,5702,73067050.5,73067050.5,90.60314262,1.24,2015,9,7,1.23,-0.06000000000000005,0,-4.84
2015-09-08,0.0103,1.0379926302044416e+19,6.077000000000001,370.7395,348,4923,25892.5,159613715,3141945,64932639811,17.46,759,20433,5622,73092943.0,73092943.0,89.90431989,1.23,2015,9,8,1.21,-0.010000000000000009,0,-0.81
2015-09-09,0.011000000000000001,9.840601069163061e+18,6.202000000000001,386.1935,345,5035,26427.65625,173606036,3141686,53779997784,17.12,765,20609,5604,73119370.65625,73119370.65625,88.4744384940625,1.21,2015,9,9,1.16,-0.020000000000000018,0,-1.65
2015-09-10,0.009000000000000001,7.925807170796994e+18,6.29,392.0801,383,5003,26444.21875,141533806,3141856,54630657670,17.18,730,20711,5341,73145814.875,73145814.875,84.849145255,1.16,2015,9,10,0.98,-0.050000000000000044,0,-4.31
2015-09-11,0.0099,8.876728152679962e+18,6.562,421.6556,411,5141,27239.84375,160019709,3141709,55713802958,16.71,736,20897,6460,73173054.71875,73173054.71875,71.709593624375,0.98,2015,9,11,1.04,-0.17999999999999994,0,-18.37
2015-09-12,0.0118,1.1354833193505237e+19,6.832999999999998,424.2721,339,5026,26401.09375,186314190,3141607,61830202468,17.11,761,21043,5596,73199455.8125,73199455.8125,76.127434045,1.04,2015,9,12,0.94,0.06000000000000005,1,5.77
2015-09-13,0.0114,9.578725673919107e+18,7.022,432.7014,353,4971,26171.40625,177583552,3141606,52313524792,17.25,764,21252,6057,73225627.21875,73225627.21875,68.832089585625,0.94,2015,9,13,0.87,-0.10000000000000009,0,-10.64
2015-09-14,0.0113,9.901548419395162e+18,6.626,399.6471,360,4851,25588.125,171636301,3141838,53772389657,17.61,771,21409,5572,73251215.34375,73251215.34375,63.7285573490625,0.87,2015,9,14,0.94,-0.06999999999999995,0,-8.05
2015-09-15,0.0098,8.426997145283308e+18,6.419,387.7858,378,4842,25615.3125,148568242,3141800,53191101494,17.75,755,21581,5409,73276830.65625,73276830.65625,68.880220816875,0.94,2015,9,15,0.9,0.06999999999999995,1,7.45
2015-09-16,0.0094,1.5146617077844793e+19,6.1789999999999985,383.9057,412,4956,26318.125,146153300,3141820,111518559318,17.32,739,21719,5872,73303148.78125,73303148.78125,65.972833903125,0.9,2015,9,16,0.89,-0.039999999999999925,0,-4.44
2015-09-17,0.0097,8.556523791455505e+18,6.04,362.1457,372,4808,25435.625,147106346,3141794,55637920883,17.91,753,21826,5368,73328584.40625,73328584.40625,65.2624401215625,0.89,2015,9,17,0.85,-0.010000000000000009,0,-1.12
2015-09-18,0.0139,1.1834821066198469e+19,5.653,346.2296,403,4889,25901.71875,212949263,3141637,55703151966,17.57,785,21999,5802,73354486.125,73354486.125,62.35131320625,0.85,2015,9,18,0.89,-0.040000000000000036,0,-4.71
2015-09-19,0.0095,7.982204372925468e+18,5.547999999999999,357.5566,490,5078,27179.6875,151038683,3141615,51639660974,16.9,735,22106,5205,73381665.8125,73381665.8125,65.309682573125,0.89,2015,9,19,0.94,0.040000000000000036,1,4.49
2015-09-20,0.0124,1.0969645471755071e+19,6.202000000000001,408.74800000000005,389,5305,27982.65625,206446103,3142039,52910345407,16.04,766,22230,6402,73409648.46875,73409648.46875,69.005069560625,0.94,2015,9,20,0.9,0.04999999999999993,1,5.32
2015-09-21,0.012,1.0180741940942934e+19,6.541,409.9779,340,5075,26651.875,190902398,3141982,51171380285,16.87,779,22363,6305,73436300.34375,73436300.34375,66.092670309375,0.9,2015,9,21,0.9,-0.039999999999999925,0,-4.44
2015-09-22,0.0133,1.1404145175916603e+19,6.624,410.0917,298,5051,26370.3125,211491983,3141713,51465441496,17.0,807,22496,6804,73462670.65625,73462670.65625,66.116403590625,0.9,2015,9,22,0.9,0.0,0,0.0
2015-09-23,0.0122,1.070026710479206e+19,6.895,438.8619,334,5165,27080.3125,198471252,3141858,51732832046,16.58,784,22648,7404,73489750.96875,73489750.96875,66.140775871875,0.9,2015,9,23,0.81,0.0,0,0.0
2015-09-24,0.0117,1.0319506266501325e+19,7.029,436.2345,341,5021,26385.78125,183782502,3141870,54262646753,17.1,782,22783,6224,73516136.75,73516136.75,59.5480707675,0.81,2015,9,24,0.74,-0.08999999999999997,0,-11.11
2015-09-25,0.0111,9.836594916126597e+18,6.977,443.49699999999996,366,5126,27003.4375,178617418,3141685,52300197415,16.73,767,22902,5851,73543140.1875,73543140.1875,54.42192373875,0.74,2015,9,25,0.78,-0.07000000000000006,0,-9.46
2015-09-26,0.0104,9.289146478621032e+18,7.227,440.6371,338,4930,25910.3125,160320021,3141649,55315658061,17.32,765,22964,5907,73569050.5,73569050.5,57.38385939,0.78,2015,9,26,0.72,0.040000000000000036,1,5.13
2015-09-27,0.0111,8.423870450444848e+18,7.252999999999999,426.444,307,4773,25011.09375,165754018,3141739,51025979902,17.92,725,23045,5760,73594061.59375,73594061.59375,52.9877243475,0.72,2015,9,27,0.59,-0.06000000000000005,0,-8.33
2015-09-28,0.0115,9.27234660930711e+18,6.747000000000001,391.4721,275,4738,24714.21875,171799357,3141657,52683661382,18.02,755,23160,6123,73618775.8125,73618775.8125,43.435077729375,0.59,2015,9,28,0.68,-0.13,0,-22.03
2015-09-29,0.0107,8.87732842074942e+18,6.057,347.3122,314,4640,24368.4375,155322802,3141780,55437141860,18.51,762,23283,5738,73643144.25,73643144.25,50.07733809,0.68,2015,9,29,0.72,0.09000000000000008,1,13.24
2015-09-30,0.0108,8.385327115721004e+18,5.625,332.8925,356,4757,25093.75,161315703,3141889,51461473059,18.04,742,23385,5870,73668238.0,73668238.0,53.04113136,0.72,2015,9,30,0.68,0.039999999999999925,1,5.56
2015-10-01,0.0102,8.767949463445915e+18,5.653,365.2783,373,5210,27422.03125,167413168,3141822,51474669294,16.45,741,23482,6421,73695660.03125,73695660.03125,50.11304882125,0.68,2015,10,1,0.68,-0.039999999999999925,0,-5.88
2015-10-02,0.0109,9.76529666285067e+18,5.982,378.4969,324,5143,26913.125,175336965,3141782,52567714347,16.62,773,23563,6063,73722573.15625,73722573.15625,50.13134974625,0.68,2015,10,2,0.69,0.0,0,0.0
2015-10-03,0.0111,9.791648364458627e+18,6.291,390.9186,292,5077,26453.75,176738025,3141755,52502578427,16.84,769,23689,6112,73749026.90625,73749026.90625,50.8868285653125,0.69,2015,10,3,0.67,0.009999999999999898,1,1.45
2015-10-04,0.0114,9.431925785897953e+18,6.206,371.1233,281,4886,25480.15625,175625589,3141756,50733256095,17.47,776,23777,6624,73774507.0625,73774507.0625,49.428919731875,0.67,2015,10,4,0.63,-0.019999999999999907,0,-2.99
2015-10-05,0.0138,1.1486773507230091e+19,6.285,385.5859,292,5009,26136.875,217225401,3141678,50742818443,17.05,771,23909,6279,73800643.9375,73800643.9375,46.494405680625,0.63,2015,10,5,0.66,-0.040000000000000036,0,-6.35
2015-10-06,0.0123,9.995299953552863e+18,6.276,368.4521,266,4806,25036.5625,185466056,3141827,51375494165,17.67,781,24005,6458,73825680.5,73825680.5,48.72494913,0.66,2015,10,6,0.61,0.030000000000000027,1,4.55
2015-10-07,0.0145,1.218298992071077e+19,5.984,366.9765,295,5004,26133.59375,227483136,3141680,51181314265,17.09,808,24102,7121,73851814.09375,73851814.09375,45.0496065971875,0.61,2015,10,7,0.62,-0.050000000000000044,0,-8.2
2015-10-08,0.0128,1.1972933368342352e+19,5.978,375.1336,270,5152,26782.1875,206603046,3141709,56971870131,16.6,789,24168,6926,73878596.28125,73878596.28125,45.804729694375,0.62,2015,10,8,0.65,0.010000000000000009,1,1.61
2015-10-09,0.0117,1.1309218384317884e+19,6.122999999999998,364.9485,245,4905,25447.65625,180944156,3141695,61962572208,17.45,779,24243,6763,73904043.9375,73904043.9375,48.037628559375,0.65,2015,10,9,0.63,0.030000000000000027,1,4.62
2015-10-10,0.0113,1.1382811617053815e+19,6.032,360.6383,270,4896,25499.6875,174240457,3141792,64893302980,17.44,778,24303,6529,73929543.625,73929543.625,46.57561248375,0.63,2015,10,10,0.63,-0.020000000000000018,0,-3.17
2015-10-11,0.0097,8.99879459915072e+18,6.1389999999999985,381.8711,301,5073,26510.78125,154497993,3141731,56318375319,16.91,748,24359,6023,73956054.40625,73956054.40625,46.5923142759375,0.63,2015,10,11,0.63,0.0,0,0.0
2015-10-12,0.0124,1.070380732081725e+19,6.145,386.3386,284,5148,26800.0,200001725,3141695,51359902694,16.48,787,24473,6593,73982854.40625,73982854.40625,46.6091982759375,0.63,2015,10,12,0.6,0.0,0,0.0
2015-10-13,0.0139,1.2323248799642253e+19,6.357,397.9554,301,5108,26668.28125,223630692,3141683,53219625156,16.76,818,24675,6818,74009522.6875,74009522.6875,44.4057136125,0.6,2015,10,13,0.51,-0.030000000000000027,0,-5.0
2015-10-14,0.0125,1.1831998521079003e+19,6.482,394.1999,320,4934,25875.625,193279995,3141697,57976429615,17.3,791,24906,6830,74035398.3125,74035398.3125,37.758053139375,0.51,2015,10,14,0.56,-0.08999999999999997,0,-17.65
2015-10-15,0.0225,1.8870343861669732e+19,6.209,372.9212,263,4926,25610.46875,347607211,3141699,54823147993,17.39,824,25142,6499,74061008.78125,74061008.78125,41.4741649175,0.56,2015,10,15,0.53,0.050000000000000044,1,8.93
2015-10-16,0.0261,2.1179446545648124e+19,5.815,347.0096,273,4883,25441.40625,400824348,3141670,53404946237,17.56,827,25248,6795,74086450.1875,74086450.1875,39.265818599375,0.53,2015,10,16,0.55,-0.030000000000000027,0,-5.66
2015-10-17,0.0145,1.2291462445798013e+19,6.004,373.0388,312,5056,26450.625,230368185,3141653,53619552703,16.86,788,25356,6567,74112900.8125,74112900.8125,40.762095446875,0.55,2015,10,17,0.52,0.020000000000000018,1,3.64
2015-10-18,0.0161,1.3113012602069783e+19,5.974,362.4454,297,4945,25848.28125,249377360,3141624,52006592112,17.28,812,25489,6481,74138749.09375,74138749.09375,38.55214952875,0.52,2015,10,18,0.49,-0.030000000000000027,0,-5.77
2015-10-19,0.0139,1.1699219139603278e+19,5.9220000000000015,360.9165,291,4975,25966.71875,216816740,3141665,52456819761,17.29,802,25729,6604,74164715.8125,74164715.8125,36.340710748125,0.49,2015,10,19,0.44,-0.030000000000000027,0,-6.12
2015-10-20,0.0122,1.1527019798769717e+19,5.835,359.4184,332,4990,26192.5,191557542,3141727,53767556518,17.2,770,25828,5897,74190908.3125,74190908.3125,32.6439996575,0.44,2015,10,20,0.44,-0.04999999999999999,0,-11.36
2015-10-21,0.0115,1.0155857734674393e+19,5.876,358.9999,289,4990,26046.40625,180468852,3141707,53588794315,17.22,774,26090,6182,74216954.71875,74216954.71875,32.65546007625,0.44,2015,10,21,0.59,0.0,0,0.0
2015-10-22,0.0157,1.3200504837911974e+19,5.734,341.149,305,4835,25330.78125,237772273,3141732,57253941421,17.78,782,26244,5979,74242285.5,74242285.5,43.802948445,0.59,2015,10,22,0.52,0.14999999999999997,1,25.42
2015-10-23,0.0157,1.3747941391847578e+19,5.879,380.6258,331,5263,27558.59375,260401303,3141638,51207267003,16.26,818,26449,6888,74269844.09375,74269844.09375,38.62031892875,0.52,2015,10,23,0.57,-0.06999999999999995,0,-13.46
2015-10-24,0.013000000000000001,1.0696638217152166e+19,6.2879999999999985,400.8051,336,5171,27115.0,211420205,3141626,50749518370,16.52,771,26892,6361,74296959.09375,74296959.09375,42.3492666834375,0.57,2015,10,24,0.65,0.04999999999999993,1,8.77
2015-10-25,0.0106,9.079512126157535e+18,6.589,415.4128,351,5096,26814.21875,170100960,3141631,51635339670,16.74,751,27220,5830,74323773.3125,74323773.3125,48.310452653125,0.65,2015,10,25,0.74,0.08000000000000007,1,12.31
2015-10-26,0.0132,1.0773267121614424e+19,6.541,399.276,366,4908,25915.3125,203310004,3141613,54585998170,17.52,765,27534,5938,74349688.625,74349688.625,55.0187695825,0.74,2015,10,26,0.87,0.08999999999999997,1,12.16
2015-10-27,0.0223,1.8902897578375483e+19,6.542000000000002,423.6995,376,5220,27526.25,365376906,3141603,53525777571,16.5,815,27744,6784,74377214.875,74377214.875,64.70817694125,0.87,2015,10,27,1.01,0.13,1,14.94
2015-10-28,0.013000000000000001,1.0898696630107062e+19,6.846,425.0888,398,4967,26348.4375,202357247,3141629,54787998286,17.33,808,27918,7346,74403563.3125,74403563.3125,75.147598945625,1.01,2015,10,28,1.16,0.14,1,13.86
2015-10-29,0.0149,1.2550751739957045e+19,7.04,457.19800000000004,453,5158,27507.03125,241667844,3141634,52364630378,16.64,814,28188,7836,74431070.34375,74431070.34375,86.34004159875,1.16,2015,10,29,1.04,0.1499999999999999,1,12.93
2015-10-30,0.0152,1.3466321660416295e+19,7.4289999999999985,485.0091,409,5232,27723.90625,250649964,3141598,54017718700,16.3,781,28770,7941,74458794.25,74458794.25,77.43714602,1.04,2015,10,30,0.89,-0.11999999999999988,0,-11.54
2015-10-31,0.0184,1.5482425600544887e+19,7.792999999999998,512.5808,554,5129,27747.8125,296674561,3141633,53753181787,16.65,812,29166,7557,74486542.0625,74486542.0625,66.293022435625,0.89,2015,10,31,1.05,-0.15000000000000002,0,-16.85
2015-11-01,0.0195,1.6170261068417536e+19,7.7810000000000015,520.7818,625,5158,28180.15625,316473677,3141603,50751088484,16.54,783,29676,6915,74514722.21875,74514722.21875,78.2404583296875,1.05,2015,11,1,0.96,0.16000000000000003,1,15.24
2015-11-02,0.0122,1.039601397270038e+19,7.69,494.4047,531,5024,27134.21875,193339829,3141654,53162663704,17.04,779,29973,6558,74541856.4375,74541856.4375,71.56018218,0.96,2015,11,2,1.0,-0.09000000000000008,0,-9.38
2015-11-03,0.0148,1.2240350989948539e+19,7.332999999999998,480.1956,573,5085,27605.78125,236076946,3141601,51578536572,16.83,844,30326,7399,74569462.21875,74569462.21875,74.56946221875,1.0,2015,11,3,0.87,0.040000000000000036,1,4.0
2015-11-04,0.0112,9.392856950587458e+18,7.7429999999999986,508.4657,549,5125,27716.40625,180987375,3141728,52243136362,16.79,762,30608,7037,74597178.625,74597178.625,64.89954540375,0.87,2015,11,4,0.89,-0.13,0,-14.94
2015-11-05,0.0125,1.0593890524409684e+19,7.582000000000002,489.3514,473,5103,27291.40625,199792729,3141619,52990311400,16.85,813,30815,7498,74624470.03125,74624470.03125,66.4157783278125,0.89,2015,11,5,0.92,0.020000000000000018,1,2.25
2015-11-06,0.0192,1.5936270156556763e+19,7.592,491.3861,450,5142,27422.1875,309939683,3141598,52184810513,16.56,812,30968,7882,74651892.21875,74651892.21875,68.67974084125,0.92,2015,11,6,0.92,0.030000000000000027,1,3.26
2015-11-07,0.037000000000000005,3.2079919793349358e+19,7.55,478.1613,550,4922,26715.3125,572275369,3141648,51944373853,17.27,1005,31514,10996,74678607.53125,74678607.53125,68.70431892875,0.92,2015,11,7,1.02,0.0,0,0.0
2015-11-08,0.0357,2.952687888244298e+19,7.709,498.87300000000005,570,5021,27289.0625,563914716,3141634,52414324288,17.02,1015,32153,12413,74705896.59375,74705896.59375,76.200014525625,1.02,2015,11,8,1.0,0.09999999999999998,1,9.8
2015-11-09,0.0134,1.126310291944323e+19,7.754,496.5674,509,5024,27059.53125,211894015,3141601,51918274052,17.0,786,32455,7689,74732956.125,74732956.125,74.732956125,1.0,2015,11,9,0.92,-0.020000000000000018,0,-2.0
2015-11-10,0.0181,1.5351192628299205e+19,7.76,505.3881,574,5053,27444.0625,287969451,3141605,52237284910,16.92,834,32634,8151,74760400.1875,74760400.1875,68.7795681725,0.92,2015,11,10,0.78,-0.07999999999999996,0,-8.7
2015-11-11,0.0262,2.3076791328155836e+19,7.672999999999999,508.885,702,5028,27826.5625,414061456,3141604,52560853806,17.08,1044,32804,10217,74788226.75,74788226.75,58.334816865,0.78,2015,11,11,0.89,-0.14,0,-17.95
2015-11-12,0.0282,2.588910120176987e+19,7.746,517.4888,693,5079,28024.53125,450460992,3141977,59050838844,16.84,874,32918,9534,74816251.28125,74816251.28125,66.5864636403125,0.89,2015,11,12,0.89,0.10999999999999999,1,12.36
2015-11-13,0.0174,1.4583302464865802e+19,7.87,528.3143,681,5119,28185.15625,280236525,3141601,51534479321,16.63,808,33055,7891,74844436.4375,74844436.4375,66.611548429375,0.89,2015,11,13,0.89,0.0,0,0.0
2015-11-14,0.0224,1.853403351170423e+19,7.9129999999999985,534.8715,713,5127,28357.65625,360305868,3141660,51216461485,16.64,938,33157,7211,74872794.09375,74872794.09375,66.6367867434375,0.89,2015,11,14,0.9,0.0,0,0.0
2015-11-15,0.0138,1.1483974092635216e+19,8.26,550.2513,561,5195,28120.15625,224846805,3141650,51537798825,16.52,797,33264,7170,74900914.25,74900914.25,67.410822825,0.9,2015,11,15,0.94,0.010000000000000009,1,1.11
2015-11-16,0.0115,1.0269635973055744e+19,8.327,541.2585,577,5039,27395.15625,182259335,3141691,56768038418,16.97,782,33376,7442,74928309.40625,74928309.40625,70.432610841875,0.94,2015,11,16,1.0,0.039999999999999925,1,4.26
2015-11-17,0.0106,9.596829650575913e+18,8.152999999999999,535.8009999999999,515,5163,27793.59375,171866071,3141628,56303859554,16.54,762,33512,7145,74956103.0,74956103.0,74.956103,1.0,2015,11,17,0.99,0.06000000000000005,1,6.0
2015-11-18,0.0122,1.032147539741564e+19,8.55,550.5812,489,5075,27252.03125,195036006,3141600,53515892028,16.81,774,33629,7373,74983355.03125,74983355.03125,74.2335214809375,0.99,2015,11,18,0.95,-0.010000000000000009,0,-1.01
2015-11-19,0.0186,1.5863939513515045e+19,8.807,552.7532,446,4977,26563.4375,291565861,3141601,54119551224,17.04,882,33765,8876,75009918.46875,75009918.46875,71.2594225453125,0.95,2015,11,19,0.93,-0.040000000000000036,0,-4.21
2015-11-20,0.0145,1.1986899241936798e+19,7.975,472.9611,403,4721,25130.46875,215430072,3141629,54384895828,18.1,814,33883,6348,75035048.9375,75035048.9375,69.782595511875,0.93,2015,11,20,0.97,-0.019999999999999907,0,-2.15
2015-11-21,0.0127,1.1244910062602562e+19,7.601,480.0484,422,5035,26782.1875,200136785,3141598,54039631830,16.97,832,33999,6822,75061831.125,75061831.125,72.80997619125,0.97,2015,11,21,0.96,0.039999999999999925,1,4.12
2015-11-22,0.0127,1.1241715326286604e+19,7.532999999999999,480.251,459,5049,26988.59375,200785655,3141599,53793371733,16.9,816,34447,7083,75088819.71875,75088819.71875,72.08526693,0.96,2015,11,22,0.94,-0.010000000000000009,0,-1.04
