Date(UTC),NetworkUtilization,TransactionFee,BlockDifficulty,NetworkHash,Uncles,BlockCountRewards,BlockReward,GasUsed,GasLimit,Value (Wei),BlockTime,BlockSize,AddressCount,TxGrowth,Ethersupply2,Supply,MarketCap,Price,Year,Month,Day,Price_tomorrow,Price_change_amount,Price_change,Percent
2016-09-07,0.0546,3.4199424352039588e+19,68.605,5193.0105,422,6118,32267.8125,1572299632,4709743,22086810764,14.11,1692,583226,48701,83754365.96875,83754365.96875,970.7131015778124,11.59,2016,9,7,11.39,-0.10999999999999943,0,-0.95
2016-09-08,0.0658,4.120653977871859e+19,68.487,5135.7331,463,6016,31908.59375,1863985100,4709567,22630806155,14.37,1900,585238,55970,83786274.5625,83786274.5625,954.325667266875,11.39,2016,9,8,11.72,-0.1999999999999993,0,-1.76
2016-09-09,0.0669,4.189687900736712e+19,68.268,5165.9252,464,6074,32216.875,1913940716,4709764,21954984795,14.23,1853,587306,53918,83818491.4375,83818491.4375,982.3527196475,11.72,2016,9,9,12.05,0.33000000000000007,1,2.82
2016-09-10,0.0431,2.740706334146718e+19,69.729,5212.7523,460,5999,31830.625,1217614180,4709779,22516085593,14.4,1508,589217,42875,83850322.0625,83850322.0625,1010.396380853125,12.05,2016,9,10,11.64,0.33000000000000007,1,2.74
2016-09-11,0.0426,2.85480457112391e+19,71.178,5414.1144,479,6093,32352.96875,1223254865,4709347,23221716092,14.18,1460,590967,43345,83882675.03125,83882675.03125,976.39433736375,11.64,2016,9,11,11.89,-0.41000000000000014,0,-3.52
2016-09-12,0.0541,3.5029999011945538e+19,71.225,5397.9619,485,6063,32237.03125,1545907006,4709199,23192092540,14.25,1585,593409,45123,83914912.0625,83914912.0625,997.748304423125,11.89,2016,9,12,11.92,0.25,1,2.1
2016-09-13,0.0485,3.039217184392434e+19,71.654,5369.0839,471,6003,31904.84375,1371598775,4709188,22172975216,14.39,1497,595387,42591,83946816.90625,83946816.90625,1000.6460575225,11.92,2016,9,13,11.97,0.02999999999999936,1,0.25
2016-09-14,0.0587,3.6299358965057372e+19,72.546,5550.9528,520,6091,32528.75,1682711707,4709109,21847315101,14.18,1758,597288,53859,83979345.65625,83979345.65625,1005.2327675053124,11.97,2016,9,14,11.96,0.05000000000000071,1,0.42
2016-09-15,0.0584,3.622695515098202e+19,73.116,5538.7187,514,6031,32182.8125,1658435104,4709145,22076869309,14.32,1743,599089,52622,84011528.46875,84011528.46875,1004.77788048625,11.96,2016,9,15,12.61,-0.009999999999999787,0,-0.08
2016-09-16,0.0768,4.693201364715229e+19,72.645,5504.7355,482,6065,32239.0625,2194001365,4709239,21913132122,14.25,2020,600976,57532,84043767.53125,84043767.53125,1059.7919085690623,12.61,2016,9,16,12.83,0.6499999999999986,1,5.15
2016-09-17,0.0557,3.5281318150284198e+19,75.421,5705.4374,492,6044,32155.0,1585781668,4708655,22349371995,14.3,1588,602847,46882,84075922.53125,84075922.53125,1078.6940860759375,12.83,2016,9,17,12.39,0.22000000000000064,1,1.71
2016-09-18,0.0491,2.964526239834508e+19,72.22399999999998,5038.1328,429,5598,29573.90625,1293680440,4707956,22722051979,15.43,1433,604530,37893,84105496.4375,84105496.4375,1042.067100860625,12.39,2016,9,18,12.93,-0.4399999999999995,0,-3.55
2016-09-19,0.0409,2.7617377710510907e+19,62.901,5155.0804,672,6409,34276.875,1231910250,4700188,22459974842,13.48,1341,605538,40505,84139773.3125,84139773.3125,1087.927268930625,12.93,2016,9,19,14.72,0.5399999999999991,1,4.18
2016-09-20,0.0511,3.2825567598931268e+19,74.758,5747.8625,476,6167,32492.5,1480764928,4700337,22114596899,14.01,1689,607992,54067,84172265.8125,84172265.8125,1239.01575276,14.72,2016,9,20,13.72,1.790000000000001,1,12.16
2016-09-21,0.049,3.0172186063844164e+19,77.929,5918.6443,500,6062,32083.75,1395904968,4701179,21875371150,14.25,1598,610986,44549,84204349.5625,84204349.5625,1155.2836759975,13.72,2016,9,21,13.11,-1.0,0,-7.29
2016-09-22,0.1127,6.314613193833751e+19,71.32300000000002,5443.359,848,5746,31605.625,2410972590,4288910,21998293790,15.04,1876,612765,52657,84235955.1875,84235955.1875,1104.333372508125,13.11,2016,9,22,13.36,-0.6100000000000012,0,-4.65
2016-09-23,0.2174,4.9030931372571525e+19,72.67,5966.6603,868,6226,34280.0,1357490092,1002439,36520780497,13.87,1280,614329,35219,84270235.1875,84270235.1875,1125.850342105,13.36,2016,9,23,12.91,0.25,1,1.87
2016-09-24,0.3263,7.102947472598124e+19,74.211,5995.2836,1103,5877,33324.84375,2289308086,1171866,33231902597,14.71,1526,615966,43418,84303560.03125,84303560.03125,1088.3589600034377,12.91,2016,9,24,13.05,-0.4499999999999993,0,-3.49
2016-09-25,0.18600000000000003,6.714020109360443e+19,75.468,6227.8531,863,6267,34390.46875,1747816446,1499421,38650733832,13.79,1387,618102,38713,84337950.5,84337950.5,1100.610254025,13.05,2016,9,25,12.89,0.14000000000000057,1,1.07
2016-09-26,0.2901,1.1563920556085653e+20,75.443,5867.8083,877,5843,32130.78125,2542248908,1499865,43188170153,14.79,1545,619850,43514,84370081.28125,84370081.28125,1087.5303477153122,12.89,2016,9,26,13.09,-0.16000000000000014,0,-1.24
2016-09-27,0.2899,9.85407520975099e+19,71.52199999999998,6199.3892,1436,6053,35284.375,2632786474,1500023,35880566234,14.27,1661,621612,46817,84405365.65625,84405365.65625,1104.8662364403124,13.09,2016,9,27,13.3,0.1999999999999993,1,1.53
2016-09-28,0.2375,6.8132691127373095e+19,81.37899999999998,6242.7931,522,6106,32403.4375,2175515747,1499957,31053957466,14.15,1561,623520,42797,84437769.09375,84437769.09375,1123.022328946875,13.3,2016,9,28,13.17,0.21000000000000085,1,1.58
2016-09-29,0.152,4.127925800603708e+19,83.711,6382.9672,462,6126,32313.4375,1396207408,1499913,30521640536,14.11,1442,626265,40416,84470082.53125,84470082.53125,1112.4709869365624,13.17,2016,9,29,13.24,-0.13000000000000078,0,-0.99
2016-09-30,0.1412,4.025902679362391e+19,83.323,6211.6467,433,6008,31623.28125,1272668731,1499703,29817386069,14.37,1437,628757,35836,84501705.8125,84501705.8125,1118.8025849575,13.24,2016,9,30,13.21,0.07000000000000028,1,0.53
2016-10-01,0.4596,9.13894998979849e+19,76.304,6435.5312,1507,5780,34478.59375,3985836244,1500303,27851144123,14.96,1810,630756,53076,84536184.40625,84536184.40625,1116.7229960065624,13.21,2016,10,1,13.23,-0.02999999999999936,0,-0.23
2016-10-02,0.4114,8.747521666596032e+19,76.005,6609.1126,1445,6068,35760.78125,3743242598,1499492,29274270351,14.04,1687,633321,51105,84571945.1875,84571945.1875,1118.886834830625,13.23,2016,10,2,13.45,0.019999999999999574,1,0.15
2016-10-03,0.2921,6.592753263690501e+19,81.561,6480.4953,661,6204,33274.53125,2717406813,1499443,28921116127,13.85,1719,635918,47672,84605219.71875,84605219.71875,1137.9402052171874,13.45,2016,10,3,13.32,0.21999999999999886,1,1.64
2016-10-04,0.3563,8.536779294964444e+19,86.514,6618.6976,533,6077,32051.40625,3246134901,1499001,25719466740,14.13,2192,660086,56662,84637271.125,84637271.125,1127.368451385,13.32,2016,10,4,13.09,-0.129999999999999,0,-0.98
2016-10-05,0.3289,6.416574448814713e+19,80.8,6594.0094,1234,5817,33081.5625,2866971417,1498534,25204877308,14.69,1802,662562,41719,84670352.6875,84670352.6875,1108.334916679375,13.09,2016,10,5,12.87,-0.23000000000000043,0,-1.76
2016-10-06,0.2591,5.025810890054457e+19,83.821,6644.5921,896,5953,32841.875,2310816610,1498143,23383154022,14.44,1938,665271,36826,84703194.5625,84703194.5625,1090.130114019375,12.87,2016,10,6,12.68,-0.22000000000000064,0,-1.71
2016-10-07,0.2748,5.356977025135322e+19,69.908,6417.1224,2044,5887,36551.875,2421130656,1495809,23148248452,14.4,4119,667639,43708,84739746.4375,84739746.4375,1074.4999848275,12.68,2016,10,7,12.24,-0.1899999999999995,0,-1.5
2016-10-08,0.2763,5.638056190348182e+19,76.211,6698.4587,1394,6200,36094.6875,2565205408,1497289,23382156317,13.73,5429,670797,37690,84775841.125,84775841.125,1037.65629537,12.24,2016,10,8,12.06,-0.4399999999999995,0,-3.59
2016-10-09,0.2994,6.002357006056862e+19,84.95100000000002,6812.7671,880,6049,33425.625,2711943257,1497217,24293403159,14.17,5683,673589,43940,84809266.75,84809266.75,1022.799757005,12.06,2016,10,9,11.74,-0.17999999999999972,0,-1.49
2016-10-10,0.273,5.4636689680294806e+19,86.427,6857.1214,814,6041,33130.9375,2467479630,1495837,23808820587,14.16,12725,692580,44940,84842397.6875,84842397.6875,996.04974885125,11.74,2016,10,10,11.75,-0.3200000000000003,0,-2.73
2016-10-11,0.1728,3.91986546123736e+19,89.686,6937.1736,633,6050,32479.53125,1564187991,1495918,24289033632,14.2,2762,698427,41053,84874877.21875,84874877.21875,997.2798073203123,11.75,2016,10,11,11.77,0.009999999999999787,1,0.09
2016-10-12,0.1722,4.418646313907641e+19,84.156,6700.3711,969,5910,33092.65625,1522678013,1496324,26037096488,14.48,1248,706700,30002,84907969.875,84907969.875,999.36680542875,11.77,2016,10,12,12.02,0.019999999999999574,1,0.17
2016-10-13,0.1551,1.1265850113615901e+20,82.198,6965.8669,1208,6114,34826.25,1418138280,1495940,74508549155,13.94,1306,722341,32244,84942796.125,84942796.125,1021.0124094225,12.02,2016,10,13,11.9,0.25,1,2.08
2016-10-14,0.2221,7.524662026502198e+19,91.991,7226.2037,708,6079,32913.75,1486426699,1222433,47491822159,14.13,1400,734697,42006,84975709.875,84975709.875,1011.2109475125,11.9,2016,10,14,11.96,-0.11999999999999922,0,-1.01
2016-10-15,0.3449,6.908272300007281e+19,95.454,7301.6059,582,6027,32207.1875,1040206098,500409,67021626922,14.25,1236,738149,33662,85007917.0625,85007917.0625,1016.6946880675,11.96,2016,10,15,11.93,0.0600000000000005,1,0.5
2016-10-16,0.327,6.699710041155982e+19,95.168,7491.1701,746,6055,32930.3125,990865611,500401,64860315135,14.2,1297,743253,34990,85040847.375,85040847.375,1014.53730918375,11.93,2016,10,16,11.98,-0.030000000000001137,0,-0.25
2016-10-17,0.3618,7.153950336828534e+19,92.157,7121.9336,718,5959,32377.8125,1078574284,500238,62917625993,14.39,1377,747984,38136,85073225.1875,85073225.1875,1019.17723774625,11.98,2016,10,17,12.5,0.05000000000000071,1,0.42
2016-10-18,0.3988,9.686327472357453e+19,92.932,7396.8799,758,6119,33320.3125,1704303900,777144,56109104953,14.0,1747,752637,51898,85106545.5,85106545.5,1063.83181875,12.5,2016,10,18,11.98,0.5199999999999996,1,4.16
2016-10-19,0.2465,9.276412162282255e+19,92.358,7431.3973,1178,5774,33149.6875,4085729321,2846462,26727015004,14.74,1638,754184,38497,85139695.1875,85139695.1875,1019.97354834625,11.98,2016,10,19,12.05,-0.5199999999999996,0,-4.34
2016-10-20,0.2083,5.494496562188911e+19,92.825,7670.915,842,6298,34529.0625,2271887910,1657755,28388678071,13.65,1466,755773,43438,85174224.25,85174224.25,1026.3494022125,12.05,2016,10,20,12.07,0.07000000000000028,1,0.58
2016-10-21,0.2118,4.196456691298705e+19,102.156,7757.4499,464,6097,32126.875,1538319822,1203674,27327186756,14.11,1724,757282,57780,85206351.125,85206351.125,1028.44065807875,12.07,2016,10,21,12.06,0.019999999999999574,1,0.17
2016-10-22,0.1457,2.7659672600377352e+19,103.794,7767.7022,425,6041,31702.65625,1087705458,1294716,25568419660,14.24,1357,759020,37772,85238053.78125,85238053.78125,1027.970928601875,12.06,2016,10,22,11.95,-0.009999999999999787,0,-0.08
2016-10-23,0.0838,2.636303684179679e+19,102.341,7558.2757,388,5993,31331.875,1003447161,1997458,27189463354,14.38,1292,760374,35364,85269385.65625,85269385.65625,1018.9691585921877,11.95,2016,10,23,11.93,-0.11000000000000121,0,-0.92
2016-10-24,0.1445,4.85906300460225e+19,101.691,7712.7627,488,6065,32061.875,1752086955,1999236,26738598194,14.15,1791,762017,52547,85301447.53125,85301447.53125,1017.6462690478123,11.93,2016,10,24,11.38,-0.019999999999999574,0,-0.17
2016-10-25,0.1324,4.319615629848607e+19,104.669,7817.4541,425,6028,31664.53125,1595508580,1999259,25467763116,14.26,1675,765118,47610,85333112.0625,85333112.0625,971.09081527125,11.38,2016,10,25,11.5,-0.5499999999999989,0,-4.83
2016-10-26,0.1084,3.5289184982693482e+19,104.784,7897.5795,416,6096,31956.875,1320784021,1999273,24766803093,14.13,1550,767113,45158,85365068.9375,85365068.9375,981.69829278125,11.5,2016,10,26,11.43,0.11999999999999922,1,1.04
2016-10-27,0.1071,3.334429094512273e+19,104.659,7754.9282,384,6018,31445.0,1288784933,1999209,25335805631,14.29,1518,768983,44353,85396513.9375,85396513.9375,976.082154305625,11.43,2016,10,27,11.08,-0.07000000000000028,0,-0.61
2016-10-28,0.1079,3.589208134219633e+19,101.735,7447.6341,382,5943,31079.0625,1281666893,1999189,26393346615,14.49,1472,771307,41522,85427593.0,85427593.0,946.53773044,11.08,2016,10,28,10.39,-0.34999999999999964,0,-3.16
2016-10-29,0.0974,3.112248176892602e+19,85.036,5933.8419,361,5668,29629.53125,1103589525,1999048,26931401011,15.16,1461,773134,40011,85457222.53125,85457222.53125,887.9005420996875,10.39,2016,10,29,11.22,-0.6899999999999995,0,-6.64
2016-10-30,0.0949,3.059147767053507e+19,76.37,5768.4023,467,6059,31960.46875,1149072616,1999102,25710654068,14.18,1422,774956,39435,85489183.0,85489183.0,959.18863326,11.22,2016,10,30,10.91,0.8300000000000001,1,7.4
2016-10-31,0.1099,3.3414825530357854e+19,81.664,6170.1936,436,6092,32021.25,1338772706,1999056,24958279875,14.12,1536,776809,45031,85521204.25,85521204.25,933.0363383675,10.91,2016,10,31,10.75,-0.3100000000000005,0,-2.84
2016-11-01,0.1262,4.119268588981389e+19,73.351,5264.4502,362,5839,30498.4375,1473547479,1999027,27306724366,14.75,1689,779107,49025,85551702.6875,85551702.6875,919.680803890625,10.75,2016,11,1,10.82,-0.16000000000000014,0,-1.49
2016-11-02,0.1005,2.9197535737174573e+19,64.719,4743.8178,381,5952,31142.03125,1195992854,1998359,24483859111,14.46,1497,784101,43519,85582844.71875,85582844.71875,926.006379856875,10.82,2016,11,2,10.86,0.07000000000000028,1,0.65
2016-11-03,0.0989,2.970314026793444e+19,61.515,4528.1677,410,5950,31215.9375,1175802179,1998698,24961749448,14.46,1471,786089,42346,85614060.65625,85614060.65625,929.768698726875,10.86,2016,11,3,11.13,0.03999999999999915,1,0.37
2016-11-04,0.0771,2.1701363740615475e+19,57.16,4164.5726,391,5904,30923.59375,909734105,1998811,23953353775,14.58,1262,787718,32572,85644984.25,85644984.25,953.2286747025,11.13,2016,11,4,11.11,0.27000000000000135,1,2.43
2016-11-05,0.0843,2.4598063675717145e+19,53.005,3926.9146,405,5996,31424.53125,1010144475,1998836,24196990421,14.33,1358,789257,37690,85676408.78125,85676408.78125,951.8649015596876,11.11,2016,11,5,10.97,-0.02000000000000135,0,-0.18
2016-11-06,0.0795,2.3282718881160966e+19,51.647,3870.5255,421,6054,31800.15625,961866815,1998560,24064007293,14.17,1289,790947,34391,85708208.9375,85708208.9375,940.219052044375,10.97,2016,11,6,10.9,-0.1399999999999988,0,-1.28
2016-11-07,0.0916,2.9029823132227695e+19,58.599,4601.8022,470,6315,33259.0625,1155660767,1998737,24556000429,13.6,1399,792758,41941,85741468.0,85741468.0,934.5820012,10.9,2016,11,7,10.86,-0.07000000000000028,0,-0.64
2016-11-08,0.1046,3.146834312877433e+19,67.264,5126.5784,426,6159,32327.1875,1287625339,1998842,24358801328,13.97,1476,794819,41569,85773795.1875,85773795.1875,931.50341573625,10.86,2016,11,8,10.64,-0.040000000000000924,0,-0.37
2016-11-09,0.1179,3.4985425585907515e+19,68.501,5000.396,383,5924,31002.34375,1396745204,1998969,25674126403,14.49,1484,797293,40517,85804797.53125,85804797.53125,912.9630457325,10.64,2016,11,9,10.52,-0.21999999999999886,0,-2.07
2016-11-10,0.1128,3.5377435568150122e+19,62.532,4596.517,385,5966,31210.78125,1345345017,1998946,24703835063,14.4,1492,799270,40164,85836008.3125,85836008.3125,902.9948074475,10.52,2016,11,10,10.29,-0.120000000000001,0,-1.14
2016-11-11,0.1094,4.423578158600204e+19,60.582,4470.7243,384,5992,31339.375,1309985453,1998527,28889390493,14.37,1462,801510,41070,85867347.6875,85867347.6875,883.575007704375,10.29,2016,11,11,9.96,-0.23000000000000043,0,-2.24
2016-11-12,0.0965,3.0717758394736034e+19,60.465,4555.873,424,6086,31950.0,1173857840,1999114,25243993965,14.12,1426,803333,40882,85899297.6875,85899297.6875,855.5570049675,9.96,2016,11,12,10.13,-0.3299999999999983,0,-3.31
2016-11-13,0.1049,3.3926470962063716e+19,64.65100000000001,4937.128,395,6203,32424.21875,1300556775,1998932,25168748733,13.85,1468,805729,43673,85931721.90625,85931721.90625,870.4883429103127,10.13,2016,11,13,10.0,0.16999999999999993,1,1.68
2016-11-14,0.12,3.831456256848807e+19,68.109,5122.3997,431,6067,31884.21875,1454676000,1998511,24969184273,14.13,1576,807584,43876,85963606.125,85963606.125,859.63606125,10.0,2016,11,14,10.22,-0.13000000000000078,0,-1.3
2016-11-15,0.1183,3.702739810221879e+19,69.61,5155.4629,393,6006,31437.03125,1415927265,1998874,24586128040,14.33,1577,809701,45330,85995043.15625,85995043.15625,878.869341056875,10.22,2016,11,15,10.01,0.22000000000000064,1,2.15
2016-11-16,0.1082,3.4924240184009535e+19,67.943,5050.1138,377,6045,31581.40625,1307260877,1998890,24746018974,14.21,1481,811573,41684,86026624.5625,86026624.5625,861.126511870625,10.01,2016,11,16,9.95,-0.21000000000000085,0,-2.1
2016-11-17,0.1018,3.0428800013697696e+19,66.53,4838.0854,415,5868,30808.59375,1193953855,1998694,24334480804,14.61,1476,813381,40738,86057433.15625,86057433.15625,856.2714599046875,9.95,2016,11,17,9.53,-0.0600000000000005,0,-0.6
2016-11-18,0.1068,3.4701169488084365e+19,66.438,5193.5489,465,6289,33100.78125,1340958763,1997356,24779293462,13.67,1514,815431,43785,86090533.9375,86090533.9375,820.442788424375,9.53,2016,11,18,9.7,-0.41999999999999993,0,-4.41
2016-11-19,0.0899,2.790021682607427e+19,71.949,5480.2832,431,6150,32331.09375,1103106990,1996428,24367796634,13.92,1375,817002,39289,86122865.03125,86122865.03125,835.391790803125,9.7,2016,11,19,9.57,0.16999999999999993,1,1.75
2016-11-20,0.1023,3.2596468833022054e+19,78.335,5987.5706,425,6179,32460.15625,1263031869,1997325,24297865025,13.87,1473,818672,42125,86155325.1875,86155325.1875,824.506462044375,9.57,2016,11,20,9.56,-0.129999999999999,0,-1.36
2016-11-21,0.1113,3.5251511680659517e+19,84.45,6324.9229,398,6073,31811.5625,1349827967,1997295,24827550548,14.12,1537,820838,42735,86187136.75,86187136.75,823.94902733,9.56,2016,11,21,9.84,-0.009999999999999787,0,-0.1
2016-11-22,0.1326,3.809484580544673e+19,81.078,5955.0846,424,5922,31177.5,1568306298,1997825,23329377849,14.47,1708,822445,53585,86218314.25,86218314.25,848.38821222,9.84,2016,11,22,9.78,0.27999999999999936,1,2.85
2016-11-23,0.2713,8.222907797129227e+19,75.589,5908.0341,916,5837,32625.625,3254628695,2034874,24571404785,14.5,1950,824109,64289,86250939.875,86250939.875,843.5341919775,9.78,2016,11,23,9.22,-0.0600000000000005,0,-0.61
2016-11-24,0.1196,5.889329241118993e+19,68.111,5287.2911,793,5914,32397.65625,2211281024,3224321,27981297065,14.44,1424,825754,36861,86283337.53125,86283337.53125,795.532372038125,9.22,2016,11,24,9.39,-0.5599999999999987,0,-6.07
2016-11-25,0.1682,5.98097480438427e+19,65.987,5301.8374,831,6111,33434.84375,2334154461,3299571,24440853301,14.13,1767,846275,58075,86316772.375,86316772.375,810.51449260125,9.39,2016,11,25,9.34,0.16999999999999993,1,1.81
2016-11-26,0.1498,7.259888123052879e+19,69.017,5364.8074,778,5938,32495.9375,2821246160,3299530,24641800522,14.56,1501,849441,40804,86349268.3125,86349268.3125,806.50216603875,9.34,2016,11,26,8.91,-0.05000000000000071,0,-0.54
2016-11-27,0.2307,1.149160501874076e+20,65.524,5348.1061,1107,5945,33711.09375,4447039191,3299028,25256371561,14.53,1703,852266,44449,86382979.40625,86382979.40625,769.6723465096875,8.91,2016,11,27,8.67,-0.4299999999999997,0,-4.83
2016-11-28,0.2357,1.2221927557318967e+20,67.65,5544.286999999999,1039,6042,33939.84375,4699460436,3299394,25726139305,14.3,1731,853978,48388,86416919.25,86416919.25,749.2346898975,8.67,2016,11,28,8.18,-0.2400000000000002,0,-2.77
2016-11-29,0.1983,1.0158944481871403e+20,69.01,5456.1269999999995,843,5988,32971.09375,3918288751,3299547,25163119754,14.43,1692,855743,47036,86449890.34375,86449890.34375,707.160103011875,8.18,2016,11,29,8.59,-0.4900000000000002,0,-5.99
2016-11-30,0.0725,3.531984014686877e+19,69.28399999999999,5209.9548,436,6061,31840.0,1448305639,3293862,23375317675,14.26,2209,857601,39178,86481730.34375,86481730.34375,742.8780636528123,8.59,2016,11,30,8.44,0.41000000000000014,1,4.77
2016-12-01,0.0592,2.7223136520090243e+19,70.31,5268.3704,417,6057,31748.28125,1179561410,3292451,22785340768,14.27,1407,859257,37121,86513478.625,86513478.625,730.173759595,8.44,2016,12,1,7.65,-0.15000000000000036,0,-1.78
2016-12-02,0.0642,2.808175721980635e+19,71.265,5341.6121,401,6075,31796.40625,1219699612,3291199,23095222285,14.22,1462,862502,41642,86545275.03125,86545275.03125,662.0713539890625,7.65,2016,12,2,7.9,-0.7899999999999991,0,-10.33
2016-12-03,0.0655,2.5910085196639703e+19,74.253,5614.5189,373,6160,32116.40625,1114755125,3290780,22832490174,14.0,1404,868899,41357,86577391.4375,86577391.4375,683.96139235625,7.9,2016,12,3,7.54,0.25,1,3.16
2016-12-04,0.0683,2.625906785226225e+19,75.672,5551.9253,356,5983,31172.5,1131598024,3291411,22644586389,14.4,1403,874459,39643,86608563.9375,86608563.9375,653.02857208875,7.54,2016,12,4,6.69,-0.3600000000000003,0,-4.77
2016-12-05,0.0642,3.1260227778687816e+19,73.601,5409.3217,346,6004,31234.6875,1245472147,3926785,23613848731,14.34,1491,881172,41613,86639798.625,86639798.625,579.62025280125,6.69,2016,12,5,7.61,-0.8499999999999996,0,-12.71
2016-12-06,0.0608,3.472419036220227e+19,71.207,5367.7479,424,6089,31975.625,1416816699,3997425,23636815655,14.09,1615,883754,48200,86671774.25,86671774.25,659.5722020425,7.61,2016,12,6,8.35,0.9199999999999999,1,12.09
2016-12-07,0.0578,3.498683089340099e+19,73.643,5496.8057,376,6073,31710.625,1404643653,4001886,23374892164,14.17,1523,885642,41757,86703484.875,86703484.875,723.97409870625,8.35,2016,12,7,8.3,0.7399999999999993,1,8.86
2016-12-08,0.0505,7.924889804728477e+20,76.369,5783.3873,418,6125,32094.0625,1238511280,4006060,939588332579,14.03,1416,887335,39587,86735578.9375,86735578.9375,719.90530518125,8.3,2016,12,8,8.52,-0.049999999999998934,0,-0.6
2016-12-09,0.055,3.1427944831704977e+19,79.28,5914.8346,396,6050,31660.625,1332538357,4005990,22949471336,14.22,1502,889144,41444,86767239.5625,86767239.5625,739.2568810725,8.52,2016,12,9,8.09,0.21999999999999886,1,2.58
2016-12-10,0.0539,2.902731645971069e+19,80.985,6040.1544,369,6075,31676.40625,1210059849,4005120,22755035263,14.16,1428,892527,40564,86798915.96875,86798915.96875,702.2032301871875,8.09,2016,12,10,8.2,-0.4299999999999997,0,-5.32
2016-12-11,0.0744,3.680282475236215e+19,82.93799999999997,6204.02,365,6098,31782.03125,1630402551,4005638,23102362744,14.11,1681,895206,39164,86830698.0,86830698.0,712.0117236000001,8.2,2016,12,11,8.45,0.10999999999999943,1,1.34
2016-12-12,0.0535,3.123666629997922e+19,80.878,5975.0517,384,5999,31339.375,1262373967,4012790,23597952573,14.35,1477,896938,38741,86862037.375,86862037.375,733.98421581875,8.45,2016,12,12,8.4,0.25,1,2.96
2016-12-13,0.0546,3.096445138376005e+19,82.22399999999998,6168.728,412,6070,31810.0,1328681874,4008647,22648901910,14.17,1538,898535,44664,86893847.375,86893847.375,729.90831795,8.4,2016,12,13,8.23,-0.049999999999998934,0,-0.6
2016-12-14,0.0753,3.488665337892242e+19,81.678,6132.4685,407,6080,31850.46875,1460654618,4010315,22618352558,14.14,1835,901773,47294,86925697.84375,86925697.84375,715.3984932540625,8.23,2016,12,14,7.76,-0.16999999999999993,0,-2.07
2016-12-15,0.0776,3.442786760716491e+19,82.53399999999998,6097.3583,382,6001,31367.8125,1390060373,4009752,23094151934,14.33,1582,905539,46102,86957065.65625,86957065.65625,674.7868294925,7.76,2016,12,15,7.85,-0.47000000000000064,0,-6.06
2016-12-16,0.0574,3.0594388154557096e+19,84.13799999999998,6290.8766,385,6075,31756.40625,1291609871,4010738,22992393242,14.15,1506,907424,43953,86988822.0625,86988822.0625,682.862253190625,7.85,2016,12,16,7.66,0.08999999999999986,1,1.15
2016-12-17,0.0618,3.2801700786191405e+19,84.53399999999998,6370.3847,395,6116,31962.34375,1235492184,4007103,23595023607,14.07,1418,910520,39442,87020784.40625,87020784.40625,666.579208551875,7.66,2016,12,17,7.89,-0.1899999999999995,0,-2.48
2016-12-18,0.0577,2.772324655989505e+19,87.76,6594.1816,396,6096,31892.5,1106211073,4004408,23992718388,14.13,1345,912585,36640,87052676.90625,87052676.90625,686.8456207903125,7.89,2016,12,18,7.61,0.22999999999999954,1,2.92
2016-12-19,0.0646,3.6451357768973607e+19,88.902,6588.4056,371,6032,31470.46875,1495809320,4004278,23123514564,14.27,1616,914696,45599,87084147.375,87084147.375,662.71036152375,7.61,2016,12,19,7.59,-0.27999999999999936,0,-3.68
2016-12-20,0.0628,4.390159746533461e+19,90.508,6748.3212,373,6069,31668.90625,1527558481,4008755,24119840003,14.19,1536,917034,44241,87115816.28125,87115816.28125,661.2090455746875,7.59,2016,12,20,7.87,-0.020000000000000462,0,-0.26
2016-12-21,0.0739,5.474736540267383e+19,90.111,6696.8063,351,6070,31592.96875,1796300581,4006388,23592292635,14.19,1769,918936,50793,87147409.25,87147409.25,685.8501107975,7.87,2016,12,21,7.64,0.28000000000000025,1,3.56
2016-12-22,0.0746,3.884440559748092e+19,88.552,6475.3330000000005,362,5956,31074.0625,1695203949,4005071,20481256826,14.42,1762,927709,55173,87178483.3125,87178483.3125,666.0436125075,7.64,2016,12,22,7.16,-0.23000000000000043,0,-3.01
2016-12-23,0.0562,2.9673669189633577e+19,82.166,6022.6423,379,5954,31117.34375,1339317925,4005530,21893017280,14.43,1522,931859,44391,87209600.65625,87209600.65625,624.42074069875,7.16,2016,12,23,7.23,-0.47999999999999954,0,-6.7
2016-12-24,0.0496,2.5817525349092127e+19,76.928,5671.6635,364,6006,31326.875,1110435549,4005314,22905581735,14.33,1361,933627,37757,87240927.53125,87240927.53125,630.7519060509375,7.23,2016,12,24,7.19,0.07000000000000028,1,0.97
2016-12-25,0.0425,2.421790154001773e+19,78.75,5939.9539,390,6127,32008.4375,1044011922,4005173,22736759512,14.07,1317,934939,36601,87272935.96875,87272935.96875,627.4924096153125,7.19,2016,12,25,7.21,-0.040000000000000036,0,-0.56
2016-12-26,0.0412,2.312041301023281e+19,82.52799999999998,6147.6001,370,6066,31644.6875,1001482192,4004528,22814139095,14.18,1294,936356,34565,87304580.65625,87304580.65625,629.4660265315625,7.21,2016,12,26,7.15,0.019999999999999574,1,0.28
2016-12-27,0.0597,3.63981345764551e+19,80.947,5943.6228,346,5998,31226.5625,1432239709,4002387,23152519818,14.38,1558,938065,42370,87335807.21875,87335807.21875,624.4510216140625,7.15,2016,12,27,7.57,-0.05999999999999961,0,-0.84
