Date(UTC),NetworkUtilization,TransactionFee,BlockDifficulty,NetworkHash,Uncles,BlockCountRewards,BlockReward,GasUsed,GasLimit,Value (Wei),BlockTime,BlockSize,AddressCount,TxGrowth,Ethersupply2,Supply,MarketCap,Price
8/3/2016,0.0526,33026036095433308317,48.633,3614.2588,437,5984,31707.65625,1482317473,4710898,22667499175,14.44,1665,512182,49475,82629544.875,82629544.875,860.9998575975,10.42
8/4/2016,0.0503,32411900469726911819,51.09,3936.9981,466,6192,32852.8125,1466374182,4710665,22424068262,13.95,1617,515072,46761,82662397.6875,82662397.6875,926.645478076875,11.21
8/5/2016,0.0456,29404612597034459174,53.305,4031.1962,469,6065,32232.03125,1304026331,4710698,22709716839,14.24,1527,517403,43212,82694629.71875,82694629.71875,913.7756583921877,11.05
8/6/2016,0.0418,26054509040847270792,53.004,3924.4177,419,5978,31589.84375,1177530476,4711247,22261007498,14.46,1465,519315,41487,82726219.5625,82726219.5625,905.852104209375,10.95
8/7/2016,0.0441,27696032432606981451,53.578,4058.0205,467,6077,32291.09375,1262729849,4711547,22143757119,14.22,1473,521184,42955,82758510.65625,82758510.65625,908.688447005625,10.98
8/8/2016,0.0899,53896575426021106667,54.81,4136.7742,462,6059,32175.9375,2565817408,4711440,22238663553,14.26,1504,523483,42984,82790686.59375,82790686.59375,934.7068516434376,11.29
8/9/2016,0.0485,31476820396721226395,56.755,4353.1675,497,6130,32666.40625,1400157039,4711480,22880314198,14.1,1592,526475,47057,82823353.0,82823353.0,1012.10137366,12.22
8/10/2016,0.0516,33422242281535432520,58.86,4442.4061,467,6054,32162.96875,1471694578,4711080,22839922128,14.27,1607,529382,46290,82855515.96875,82855515.96875,1012.494405138125,12.22
8/11/2016,0.05,32086721642682205179,60.119,4538.8823,455,6068,32204.84375,1428325553,4710417,22430005194,14.24,1621,531910,48171,82887720.8125,82887720.8125,968.12857909,11.68
8/12/2016,0.0468,30199866770868407584,60.031000000000006,4529.4509,505,6014,32103.28125,1326666513,4711106,23389186213,14.37,1559,534215,44400,82919824.09375,82919824.09375,976.795527824375,11.78
8/13/2016,0.0401,25077813847103889024,59.674,4479.0387,453,6032,31998.90625,1140082745,4711142,22116282460,14.32,1431,535905,41088,82951823.0,82951823.0,958.92307388,11.56
8/14/2016,0.0386,24198118880821938736,59.898999999999994,4488.9892,441,6034,31968.90625,1096874038,4711301,22080023368,14.32,1406,537523,40577,82983791.90625,82983791.90625,930.2483072690624,11.21
8/15/2016,0.0428,27155155556446947416,59.513999999999996,4512.4457,461,6090,32328.90625,1226846171,4710725,22387394758,14.19,1467,539237,42302,83016120.8125,83016120.8125,930.610714308125,11.21
8/16/2016,0.0497,31164284928675119435,61.567,4623.2492,434,6054,32037.1875,1418034622,4711205,22133315567,14.27,1621,541034,48949,83048158.0,83048158.0,927.64792486,11.17
8/17/2016,0.0457,28701739012835344623,61.463,4616.8304,481,6009,31994.53125,1294638318,4711333,22449010538,14.38,1532,542790,44867,83080152.53125,83080152.53125,894.7732427615625,10.77
8/18/2016,0.0574,36061490801676948657,61.11,4717.6488,570,6100,32789.0625,1649547423,4711047,22271755769,14.16,1663,544540,47799,83112941.59375,83112941.59375,895.1263809646875,10.77
8/19/2016,0.0467,29832358749630857041,62.458999999999996,4666.3602,441,6014,31841.40625,1322051295,4709864,23013031811,14.37,1491,546215,42948,83144783.0,83144783.0,890.48062593,10.71
8/20/2016,0.0426,26607695325666671940,63.446999999999996,4807.7401,492,6055,32235.625,1214018556,4710609,22008202022,14.27,1453,548162,41318,83177018.625,83177018.625,938.23677009,11.28
8/21/2016,0.0446,29017442472433238394,63.103,4860.5322,571,6084,32692.34375,1279475184,4710156,22724928781,14.2,1480,550289,42543,83209710.96875,83209710.96875,926.956180191875,11.14
8/22/2016,0.0475,29909456093232765075,64.446,4890.1286,478,6078,32292.8125,1358467325,4710135,22323641612,14.22,1526,551977,44250,83242003.78125,83242003.78125,921.4889818584377,11.07
8/23/2016,0.1214,72118570861643088694,65.758,4980.5674,529,6015,32183.90625,3437976497,4709295,22472449180,14.36,2023,554648,48430,83274187.6875,83274187.6875,916.848806439375,11.01
8/24/2016,0.0479,30003258780428722599,65.493,4968.8061,502,6053,32273.4375,1365497931,4709493,22134955112,14.28,1590,556525,46821,83306461.125,83306461.125,917.20413698625,11.01
8/25/2016,0.0524,32482903928131161029,67.33800000000001,5076.846,420,6094,32135.625,1503181516,4709477,21662495420,14.18,1663,558729,49868,83338596.75,83338596.75,945.8930731125,11.35
8/26/2016,0.0511,31575935947838293296,70.035,5242.0628,461,6006,31871.40625,1446149563,4709561,22060468684,14.39,1610,560699,47292,83370468.15625,83370468.15625,938.751471439375,11.26
8/27/2016,0.0453,28579939237612103103,69.02,5241.1926,485,6076,32306.40625,1297050238,4709742,22084491734,14.22,1586,562111,47938,83402774.5625,83402774.5625,933.277047354375,11.19
8/28/2016,0.0407,25727256715378786888,68.798,5174.1701,463,6035,32027.96875,1157458709,4709810,22327330954,14.32,1451,563720,42607,83434802.53125,83434802.53125,916.9484798184377,10.99
8/29/2016,0.0466,29406896677409737984,68.148,5110.3024,465,6014,31926.40625,1320040213,4709892,22503390990,14.37,1572,565552,45510,83466728.9375,83466728.9375,913.960681865625,10.95
8/30/2016,0.0519,32246376594363230143,68.22,5104.6336,439,6026,31874.84375,1474009089,4709163,21969060645,14.34,1616,567437,46979,83498603.78125,83498603.78125,936.0193483878123,11.21
8/31/2016,0.0474,29997664256262162265,69.059,5212.9746,449,6073,32134.53125,1356666091,4709169,22383972827,14.22,1538,569525,45846,83530738.3125,83530738.3125,964.780027509375,11.55
9/1/2016,0.0509,31743655942212787466,70.596,5264.4573,454,5989,31744.6875,1434700962,4708806,22350497450,14.43,1583,571972,47491,83562483.0,83562483.0,1020.29791743,12.21
9/2/2016,0.0731,45229877971231147985,70.13,5339.3071,490,6088,32384.0625,2097074659,4709322,21832746445,14.18,1850,574088,55413,83594867.0625,83594867.0625,1009.825994115,12.08
9/3/2016,0.044,27180749805405891762,68.51,5064.514,438,5949,31495.9375,1231580684,4708902,22180114518,14.53,1513,575948,44792,83626363.0,83626363.0,990.97240155,11.85
9/4/2016,0.0764,49336067762022995563,65.87100000000001,4925.8701,438,6023,31864.0625,2167392083,4708699,23122925314,14.34,1719,577800,48128,83658227.0625,83658227.0625,979.637838901875,11.71
9/5/2016,0.0455,28628867463828499834,67.661,5116.8905,458,6076,32189.6875,1303037941,4709998,22297761925,14.22,1512,579552,42667,83690416.75,83690416.75,983.3623968125,11.75
9/6/2016,0.0541,33380266725753517830,68.158,5066.0973,429,5993,31681.40625,1526617928,4709819,22011556383,14.42,1722,581454,49102,83722098.15625,83722098.15625,979.548548428125,11.70
9/7/2016,0.0546,34199424352039586673,68.605,5193.0105,422,6118,32267.8125,1572299632,4709743,22086810764,14.11,1692,583226,48701,83754365.96875,83754365.96875,970.7131015778124,11.59
9/8/2016,0.0658,41206539778718589470,68.487,5135.7331,463,6016,31908.59375,1863985100,4709567,22630806155,14.37,1900,585238,55970,83786274.5625,83786274.5625,954.325667266875,11.39
9/9/2016,0.0669,41896879007367117800,68.268,5165.9252,464,6074,32216.875,1913940716,4709764,21954984795,14.23,1853,587306,53918,83818491.4375,83818491.4375,982.3527196475,11.72
9/10/2016,0.0431,27407063341467179868,69.729,5212.7523,460,5999,31830.625,1217614180,4709779,22516085593,14.4,1508,589217,42875,83850322.0625,83850322.0625,1010.396380853125,12.05
9/11/2016,0.0426,28548045711239096429,71.178,5414.1144,479,6093,32352.96875,1223254865,4709347,23221716092,14.18,1460,590967,43345,83882675.03125,83882675.03125,976.39433736375,11.64
9/12/2016,0.0541,35029999011945536360,71.225,5397.9619,485,6063,32237.03125,1545907006,4709199,23192092540,14.25,1585,593409,45123,83914912.0625,83914912.0625,997.748304423125,11.89
9/13/2016,0.0485,30392171843924340108,71.654,5369.0839,471,6003,31904.84375,1371598775,4709188,22172975216,14.39,1497,595387,42591,83946816.90625,83946816.90625,1000.6460575225,11.92
9/14/2016,0.0587,36299358965057371729,72.546,5550.9528,520,6091,32528.75,1682711707,4709109,21847315101,14.18,1758,597288,53859,83979345.65625,83979345.65625,1005.2327675053124,11.97
9/15/2016,0.0584,36226955150982022702,73.116,5538.7187,514,6031,32182.8125,1658435104,4709145,22076869309,14.32,1743,599089,52622,84011528.46875,84011528.46875,1004.77788048625,11.96
9/16/2016,0.0768,46932013647152291139,72.645,5504.7355,482,6065,32239.0625,2194001365,4709239,21913132122,14.25,2020,600976,57532,84043767.53125,84043767.53125,1059.7919085690623,12.61
9/17/2016,0.0557,35281318150284198201,75.421,5705.4374,492,6044,32155.0,1585781668,4708655,22349371995,14.3,1588,602847,46882,84075922.53125,84075922.53125,1078.6940860759375,12.83
9/18/2016,0.0491,29645262398345081186,72.22399999999999,5038.1328,429,5598,29573.90625,1293680440,4707956,22722051979,15.43,1433,604530,37893,84105496.4375,84105496.4375,1042.067100860625,12.39
9/19/2016,0.0409,27617377710510909061,62.901,5155.0804,672,6409,34276.875,1231910250,4700188,22459974842,13.48,1341,605538,40505,84139773.3125,84139773.3125,1087.927268930625,12.93
9/20/2016,0.0511,32825567598931267501,74.758,5747.8625,476,6167,32492.5,1480764928,4700337,22114596899,14.01,1689,607992,54067,84172265.8125,84172265.8125,1239.01575276,14.72
9/21/2016,0.049,30172186063844163509,77.929,5918.6443,500,6062,32083.75,1395904968,4701179,21875371150,14.25,1598,610986,44549,84204349.5625,84204349.5625,1155.2836759975,13.72
9/22/2016,0.1127,63146131938337513001,71.32300000000001,5443.359,848,5746,31605.625,2410972590,4288910,21998293790,15.04,1876,612765,52657,84235955.1875,84235955.1875,1104.333372508125,13.11
9/23/2016,0.2174,49030931372571524370,72.67,5966.6603,868,6226,34280.0,1357490092,1002439,36520780497,13.87,1280,614329,35219,84270235.1875,84270235.1875,1125.850342105,13.36
9/24/2016,0.3263,71029474725981245269,74.211,5995.2836,1103,5877,33324.84375,2289308086,1171866,33231902597,14.71,1526,615966,43418,84303560.03125,84303560.03125,1088.3589600034377,12.91
9/25/2016,0.186,67140201093604435874,75.468,6227.8531,863,6267,34390.46875,1747816446,1499421,38650733832,13.79,1387,618102,38713,84337950.5,84337950.5,1100.610254025,13.05
9/26/2016,0.2901,115639205560856530734,75.443,5867.8083,877,5843,32130.78125,2542248908,1499865,43188170153,14.79,1545,619850,43514,84370081.28125,84370081.28125,1087.5303477153122,12.89
9/27/2016,0.2899,98540752097509906085,71.52199999999999,6199.3892,1436,6053,35284.375,2632786474,1500023,35880566234,14.27,1661,621612,46817,84405365.65625,84405365.65625,1104.8662364403124,13.09
9/28/2016,0.2375,68132691127373095818,81.37899999999999,6242.7931,522,6106,32403.4375,2175515747,1499957,31053957466,14.15,1561,623520,42797,84437769.09375,84437769.09375,1123.022328946875,13.30
9/29/2016,0.152,41279258006037078590,83.711,6382.9672,462,6126,32313.4375,1396207408,1499913,30521640536,14.11,1442,626265,40416,84470082.53125,84470082.53125,1112.4709869365624,13.17
9/30/2016,0.1412,40259026793623915521,83.323,6211.6467,433,6008,31623.28125,1272668731,1499703,29817386069,14.37,1437,628757,35836,84501705.8125,84501705.8125,1118.8025849575,13.24
10/1/2016,0.4596,91389499897984898825,76.304,6435.5312,1507,5780,34478.59375,3985836244,1500303,27851144123,14.96,1810,630756,53076,84536184.40625,84536184.40625,1116.7229960065624,13.21
10/2/2016,0.4114,87475216665960308812,76.005,6609.1126,1445,6068,35760.78125,3743242598,1499492,29274270351,14.04,1687,633321,51105,84571945.1875,84571945.1875,1118.886834830625,13.23
10/3/2016,0.2921,65927532636905010582,81.561,6480.4953,661,6204,33274.53125,2717406813,1499443,28921116127,13.85,1719,635918,47672,84605219.71875,84605219.71875,1137.9402052171874,13.45
10/4/2016,0.3563,85367792949644448074,86.514,6618.6976,533,6077,32051.40625,3246134901,1499001,25719466740,14.13,2192,660086,56662,84637271.125,84637271.125,1127.368451385,13.32
10/5/2016,0.3289,64165744488147136203,80.8,6594.0094,1234,5817,33081.5625,2866971417,1498534,25204877308,14.69,1802,662562,41719,84670352.6875,84670352.6875,1108.334916679375,13.09
10/6/2016,0.2591,50258108900544569513,83.821,6644.5921,896,5953,32841.875,2310816610,1498143,23383154022,14.44,1938,665271,36826,84703194.5625,84703194.5625,1090.130114019375,12.87
10/7/2016,0.2748,53569770251353219787,69.908,6417.1224,2044,5887,36551.875,2421130656,1495809,23148248452,14.4,4119,667639,43708,84739746.4375,84739746.4375,1074.4999848275,12.68
10/8/2016,0.2763,56380561903481824862,76.211,6698.4587,1394,6200,36094.6875,2565205408,1497289,23382156317,13.73,5429,670797,37690,84775841.125,84775841.125,1037.65629537,12.24
10/9/2016,0.2994,60023570060568614264,84.95100000000001,6812.7671,880,6049,33425.625,2711943257,1497217,24293403159,14.17,5683,673589,43940,84809266.75,84809266.75,1022.799757005,12.06
10/10/2016,0.273,54636689680294807760,86.427,6857.1214,814,6041,33130.9375,2467479630,1495837,23808820587,14.16,12725,692580,44940,84842397.6875,84842397.6875,996.04974885125,11.74
10/11/2016,0.1728,39198654612373600556,89.686,6937.1736,633,6050,32479.53125,1564187991,1495918,24289033632,14.2,2762,698427,41053,84874877.21875,84874877.21875,997.2798073203123,11.75
10/12/2016,0.1722,44186463139076410933,84.156,6700.3711,969,5910,33092.65625,1522678013,1496324,26037096488,14.48,1248,706700,30002,84907969.875,84907969.875,999.36680542875,11.77
10/13/2016,0.1551,112658501136159021865,82.198,6965.8669,1208,6114,34826.25,1418138280,1495940,74508549155,13.94,1306,722341,32244,84942796.125,84942796.125,1021.0124094225,12.02
10/14/2016,0.2221,75246620265021985030,91.991,7226.2037,708,6079,32913.75,1486426699,1222433,47491822159,14.13,1400,734697,42006,84975709.875,84975709.875,1011.2109475125,11.90
10/15/2016,0.3449,69082723000072803643,95.454,7301.6059,582,6027,32207.1875,1040206098,500409,67021626922,14.25,1236,738149,33662,85007917.0625,85007917.0625,1016.6946880675,11.96
10/16/2016,0.327,66997100411559823459,95.16799999999999,7491.1701,746,6055,32930.3125,990865611,500401,64860315135,14.2,1297,743253,34990,85040847.375,85040847.375,1014.53730918375,11.93
10/17/2016,0.3618,71539503368285341607,92.15700000000001,7121.9336,718,5959,32377.8125,1078574284,500238,62917625993,14.39,1377,747984,38136,85073225.1875,85073225.1875,1019.17723774625,11.98
10/18/2016,0.3988,96863274723574532209,92.932,7396.8799,758,6119,33320.3125,1704303900,777144,56109104953,14.0,1747,752637,51898,85106545.5,85106545.5,1063.83181875,12.50
10/19/2016,0.2465,92764121622822552786,92.35799999999999,7431.3973,1178,5774,33149.6875,4085729321,2846462,26727015004,14.74,1638,754184,38497,85139695.1875,85139695.1875,1019.97354834625,11.98
10/20/2016,0.2083,54944965621889102239,92.825,7670.915,842,6298,34529.0625,2271887910,1657755,28388678071,13.65,1466,755773,43438,85174224.25,85174224.25,1026.3494022125,12.05
10/21/2016,0.2118,41964566912987050529,102.156,7757.4499,464,6097,32126.875,1538319822,1203674,27327186756,14.11,1724,757282,57780,85206351.125,85206351.125,1028.44065807875,12.07
10/22/2016,0.1457,27659672600377352118,103.794,7767.7022,425,6041,31702.65625,1087705458,1294716,25568419660,14.24,1357,759020,37772,85238053.78125,85238053.78125,1027.970928601875,12.06
10/23/2016,0.0838,26363036841796786687,102.34100000000001,7558.2757,388,5993,31331.875,1003447161,1997458,27189463354,14.38,1292,760374,35364,85269385.65625,85269385.65625,1018.9691585921877,11.95
10/24/2016,0.1445,48590630046022500452,101.691,7712.7627,488,6065,32061.875,1752086955,1999236,26738598194,14.15,1791,762017,52547,85301447.53125,85301447.53125,1017.6462690478123,11.93
10/25/2016,0.1324,43196156298486067810,104.669,7817.4541,425,6028,31664.53125,1595508580,1999259,25467763116,14.26,1675,765118,47610,85333112.0625,85333112.0625,971.09081527125,11.38
10/26/2016,0.1084,35289184982693484187,104.78399999999999,7897.5795,416,6096,31956.875,1320784021,1999273,24766803093,14.13,1550,767113,45158,85365068.9375,85365068.9375,981.69829278125,11.50
10/27/2016,0.1071,33344290945122729147,104.65899999999999,7754.9282,384,6018,31445.0,1288784933,1999209,25335805631,14.29,1518,768983,44353,85396513.9375,85396513.9375,976.082154305625,11.43
10/28/2016,0.1079,35892081342196328565,101.735,7447.6341,382,5943,31079.0625,1281666893,1999189,26393346615,14.49,1472,771307,41522,85427593.0,85427593.0,946.53773044,11.08
10/29/2016,0.0974,31122481768926020316,85.036,5933.8419,361,5668,29629.53125,1103589525,1999048,26931401011,15.16,1461,773134,40011,85457222.53125,85457222.53125,887.9005420996875,10.39
10/30/2016,0.0949,30591477670535070877,76.37,5768.4023,467,6059,31960.46875,1149072616,1999102,25710654068,14.18,1422,774956,39435,85489183.0,85489183.0,959.18863326,11.22
10/31/2016,0.1099,33414825530357852866,81.664,6170.1936,436,6092,32021.25,1338772706,1999056,24958279875,14.12,1536,776809,45031,85521204.25,85521204.25,933.0363383675,10.91
11/1/2016,0.1262,41192685889813888271,73.351,5264.4502,362,5839,30498.4375,1473547479,1999027,27306724366,14.75,1689,779107,49025,85551702.6875,85551702.6875,919.680803890625,10.75
11/2/2016,0.1005,29197535737174571549,64.719,4743.8178,381,5952,31142.03125,1195992854,1998359,24483859111,14.46,1497,784101,43519,85582844.71875,85582844.71875,926.006379856875,10.82
11/3/2016,0.0989,29703140267934439857,61.515,4528.1677,410,5950,31215.9375,1175802179,1998698,24961749448,14.46,1471,786089,42346,85614060.65625,85614060.65625,929.768698726875,10.86
11/4/2016,0.0771,21701363740615475318,57.16,4164.5726,391,5904,30923.59375,909734105,1998811,23953353775,14.58,1262,787718,32572,85644984.25,85644984.25,953.2286747025,11.13
11/5/2016,0.0843,24598063675717145303,53.005,3926.9146,405,5996,31424.53125,1010144475,1998836,24196990421,14.33,1358,789257,37690,85676408.78125,85676408.78125,951.8649015596876,11.11
11/6/2016,0.0795,23282718881160964652,51.647,3870.5255,421,6054,31800.15625,961866815,1998560,24064007293,14.17,1289,790947,34391,85708208.9375,85708208.9375,940.219052044375,10.97
11/7/2016,0.0916,29029823132227692855,58.599,4601.8022,470,6315,33259.0625,1155660767,1998737,24556000429,13.6,1399,792758,41941,85741468.0,85741468.0,934.5820012,10.90
11/8/2016,0.1046,31468343128774329074,67.264,5126.5784,426,6159,32327.1875,1287625339,1998842,24358801328,13.97,1476,794819,41569,85773795.1875,85773795.1875,931.50341573625,10.86
11/9/2016,0.1179,34985425585907514812,68.501,5000.396,383,5924,31002.34375,1396745204,1998969,25674126403,14.49,1484,797293,40517,85804797.53125,85804797.53125,912.9630457325,10.64
11/10/2016,0.1128,35377435568150123235,62.532,4596.517,385,5966,31210.78125,1345345017,1998946,24703835063,14.4,1492,799270,40164,85836008.3125,85836008.3125,902.9948074475,10.52
11/11/2016,0.1094,44235781586002046695,60.582,4470.7243,384,5992,31339.375,1309985453,1998527,28889390493,14.37,1462,801510,41070,85867347.6875,85867347.6875,883.575007704375,10.29
11/12/2016,0.0965,30717758394736034091,60.465,4555.873,424,6086,31950.0,1173857840,1999114,25243993965,14.12,1426,803333,40882,85899297.6875,85899297.6875,855.5570049675,9.96
11/13/2016,0.1049,33926470962063717910,64.65100000000001,4937.128,395,6203,32424.21875,1300556775,1998932,25168748733,13.85,1468,805729,43673,85931721.90625,85931721.90625,870.4883429103126,10.13
11/14/2016,0.12,38314562568488063803,68.109,5122.3997,431,6067,31884.21875,1454676000,1998511,24969184273,14.13,1576,807584,43876,85963606.125,85963606.125,859.63606125,10.00
11/15/2016,0.1183,37027398102218795216,69.61,5155.4629,393,6006,31437.03125,1415927265,1998874,24586128040,14.33,1577,809701,45330,85995043.15625,85995043.15625,878.869341056875,10.22
11/16/2016,0.1082,34924240184009535107,67.943,5050.1138,377,6045,31581.40625,1307260877,1998890,24746018974,14.21,1481,811573,41684,86026624.5625,86026624.5625,861.126511870625,10.01
11/17/2016,0.1018,30428800013697696775,66.53,4838.0854,415,5868,30808.59375,1193953855,1998694,24334480804,14.61,1476,813381,40738,86057433.15625,86057433.15625,856.2714599046875,9.95
11/18/2016,0.1068,34701169488084363494,66.438,5193.5489,465,6289,33100.78125,1340958763,1997356,24779293462,13.67,1514,815431,43785,86090533.9375,86090533.9375,820.442788424375,9.53
11/19/2016,0.0899,27900216826074273207,71.949,5480.2832,431,6150,32331.09375,1103106990,1996428,24367796634,13.92,1375,817002,39289,86122865.03125,86122865.03125,835.391790803125,9.70
11/20/2016,0.1023,32596468833022052914,78.335,5987.5706,425,6179,32460.15625,1263031869,1997325,24297865025,13.87,1473,818672,42125,86155325.1875,86155325.1875,824.506462044375,9.57
11/21/2016,0.1113,35251511680659518560,84.45,6324.9229,398,6073,31811.5625,1349827967,1997295,24827550548,14.12,1537,820838,42735,86187136.75,86187136.75,823.94902733,9.56
11/22/2016,0.1326,38094845805446734644,81.078,5955.0846,424,5922,31177.5,1568306298,1997825,23329377849,14.47,1708,822445,53585,86218314.25,86218314.25,848.38821222,9.84
11/23/2016,0.2713,82229077971292274143,75.589,5908.0341,916,5837,32625.625,3254628695,2034874,24571404785,14.5,1950,824109,64289,86250939.875,86250939.875,843.5341919775,9.78
11/24/2016,0.1196,58893292411189924047,68.111,5287.2911,793,5914,32397.65625,2211281024,3224321,27981297065,14.44,1424,825754,36861,86283337.53125,86283337.53125,795.532372038125,9.22
11/25/2016,0.1682,59809748043842700329,65.987,5301.8374,831,6111,33434.84375,2334154461,3299571,24440853301,14.13,1767,846275,58075,86316772.375,86316772.375,810.51449260125,9.39
11/26/2016,0.1498,72598881230528793896,69.017,5364.8074,778,5938,32495.9375,2821246160,3299530,24641800522,14.56,1501,849441,40804,86349268.3125,86349268.3125,806.50216603875,9.34
11/27/2016,0.2307,114916050187407607170,65.524,5348.1061,1107,5945,33711.09375,4447039191,3299028,25256371561,14.53,1703,852266,44449,86382979.40625,86382979.40625,769.6723465096875,8.91
11/28/2016,0.2357,122219275573189667981,67.65,5544.287,1039,6042,33939.84375,4699460436,3299394,25726139305,14.3,1731,853978,48388,86416919.25,86416919.25,749.2346898975,8.67
11/29/2016,0.1983,101589444818714041758,69.01,5456.127,843,5988,32971.09375,3918288751,3299547,25163119754,14.43,1692,855743,47036,86449890.34375,86449890.34375,707.160103011875,8.18
11/30/2016,0.0725,35319840146868767397,69.28399999999999,5209.9548,436,6061,31840.0,1448305639,3293862,23375317675,14.26,2209,857601,39178,86481730.34375,86481730.34375,742.8780636528124,8.59
12/1/2016,0.0592,27223136520090244551,70.31,5268.3704,417,6057,31748.28125,1179561410,3292451,22785340768,14.27,1407,859257,37121,86513478.625,86513478.625,730.173759595,8.44
12/2/2016,0.0642,28081757219806350656,71.265,5341.6121,401,6075,31796.40625,1219699612,3291199,23095222285,14.22,1462,862502,41642,86545275.03125,86545275.03125,662.0713539890625,7.65
12/3/2016,0.0655,25910085196639703203,74.253,5614.5189,373,6160,32116.40625,1114755125,3290780,22832490174,14.0,1404,868899,41357,86577391.4375,86577391.4375,683.96139235625,7.90
12/4/2016,0.0683,26259067852262250200,75.672,5551.9253,356,5983,31172.5,1131598024,3291411,22644586389,14.4,1403,874459,39643,86608563.9375,86608563.9375,653.02857208875,7.54
12/5/2016,0.0642,31260227778687816479,73.601,5409.3217,346,6004,31234.6875,1245472147,3926785,23613848731,14.34,1491,881172,41613,86639798.625,86639798.625,579.62025280125,6.69
12/6/2016,0.0608,34724190362202270091,71.207,5367.7479,424,6089,31975.625,1416816699,3997425,23636815655,14.09,1615,883754,48200,86671774.25,86671774.25,659.5722020425,7.61
12/7/2016,0.0578,34986830893400990279,73.643,5496.8057,376,6073,31710.625,1404643653,4001886,23374892164,14.17,1523,885642,41757,86703484.875,86703484.875,723.97409870625,8.35
12/8/2016,0.0505,792488980472847617318,76.369,5783.3873,418,6125,32094.0625,1238511280,4006060,939588332579,14.03,1416,887335,39587,86735578.9375,86735578.9375,719.90530518125,8.30
12/9/2016,0.055,31427944831704979055,79.28,5914.8346,396,6050,31660.625,1332538357,4005990,22949471336,14.22,1502,889144,41444,86767239.5625,86767239.5625,739.2568810725,8.52
12/10/2016,0.0539,29027316459710687448,80.985,6040.1544,369,6075,31676.40625,1210059849,4005120,22755035263,14.16,1428,892527,40564,86798915.96875,86798915.96875,702.2032301871875,8.09
12/11/2016,0.0744,36802824752362151712,82.93799999999999,6204.02,365,6098,31782.03125,1630402551,4005638,23102362744,14.11,1681,895206,39164,86830698.0,86830698.0,712.0117236000001,8.20
12/12/2016,0.0535,31236666299979217642,80.878,5975.0517,384,5999,31339.375,1262373967,4012790,23597952573,14.35,1477,896938,38741,86862037.375,86862037.375,733.98421581875,8.45
12/13/2016,0.0546,30964451383760047750,82.22399999999999,6168.728,412,6070,31810.0,1328681874,4008647,22648901910,14.17,1538,898535,44664,86893847.375,86893847.375,729.90831795,8.40
12/14/2016,0.0753,34886653378922419663,81.678,6132.4685,407,6080,31850.46875,1460654618,4010315,22618352558,14.14,1835,901773,47294,86925697.84375,86925697.84375,715.3984932540625,8.23
12/15/2016,0.0776,34427867607164909959,82.53399999999999,6097.3583,382,6001,31367.8125,1390060373,4009752,23094151934,14.33,1582,905539,46102,86957065.65625,86957065.65625,674.7868294925,7.76
12/16/2016,0.0574,30594388154557096390,84.13799999999999,6290.8766,385,6075,31756.40625,1291609871,4010738,22992393242,14.15,1506,907424,43953,86988822.0625,86988822.0625,682.862253190625,7.85
12/17/2016,0.0618,32801700786191403698,84.53399999999999,6370.3847,395,6116,31962.34375,1235492184,4007103,23595023607,14.07,1418,910520,39442,87020784.40625,87020784.40625,666.579208551875,7.66
12/18/2016,0.0577,27723246559895049134,87.76,6594.1816,396,6096,31892.5,1106211073,4004408,23992718388,14.13,1345,912585,36640,87052676.90625,87052676.90625,686.8456207903125,7.89
12/19/2016,0.0646,36451357768973606076,88.902,6588.4056,371,6032,31470.46875,1495809320,4004278,23123514564,14.27,1616,914696,45599,87084147.375,87084147.375,662.71036152375,7.61
12/20/2016,0.0628,43901597465334609193,90.508,6748.3212,373,6069,31668.90625,1527558481,4008755,24119840003,14.19,1536,917034,44241,87115816.28125,87115816.28125,661.2090455746875,7.59
12/21/2016,0.0739,54747365402673830874,90.111,6696.8063,351,6070,31592.96875,1796300581,4006388,23592292635,14.19,1769,918936,50793,87147409.25,87147409.25,685.8501107975,7.87
12/22/2016,0.0746,38844405597480919257,88.552,6475.333,362,5956,31074.0625,1695203949,4005071,20481256826,14.42,1762,927709,55173,87178483.3125,87178483.3125,666.0436125075,7.64
12/23/2016,0.0562,29673669189633578030,82.166,6022.6423,379,5954,31117.34375,1339317925,4005530,21893017280,14.43,1522,931859,44391,87209600.65625,87209600.65625,624.42074069875,7.16
12/24/2016,0.0496,25817525349092126220,76.928,5671.6635,364,6006,31326.875,1110435549,4005314,22905581735,14.33,1361,933627,37757,87240927.53125,87240927.53125,630.7519060509375,7.23
12/25/2016,0.0425,24217901540017729787,78.75,5939.9539,390,6127,32008.4375,1044011922,4005173,22736759512,14.07,1317,934939,36601,87272935.96875,87272935.96875,627.4924096153125,7.19
12/26/2016,0.0412,23120413010232811283,82.52799999999999,6147.6001,370,6066,31644.6875,1001482192,4004528,22814139095,14.18,1294,936356,34565,87304580.65625,87304580.65625,629.4660265315625,7.21
12/27/2016,0.0597,36398134576455099831,80.947,5943.6228,346,5998,31226.5625,1432239709,4002387,23152519818,14.38,1558,938065,42370,87335807.21875,87335807.21875,624.4510216140625,7.15
12/28/2016,0.0559,31575304426588826066,79.482,5906.9011,365,6056,31571.40625,1356040583,4003240,22822250696,14.19,1531,940084,43386,87367378.625,87367378.625,661.37105619125,7.57
12/29/2016,0.067,40700293206458891043,78.498,5885.5378,396,6082,31818.75,1632342826,4002971,23046273651,14.12,1678,942696,46546,87399197.375,87399197.375,717.54741044875,8.21
