Date(UTC),NetworkUtilization,TransactionFee,BlockDifficulty,NetworkHash,Uncles,BlockCountRewards,BlockReward,GasUsed,GasLimit,Value (Wei),BlockTime,BlockSize,AddressCount,TxGrowth,Ethersupply2,Supply,MarketCap,Price
7/30/2015,0.0,0,0.121,11.5297,1299,6912,39316.09375,0,0,0,4.46,644,9205,8893,72049306.59375,72049306.59375,0.0,0.00
7/31/2015,0.0,0,0.603,51.4594,511,6863,36191.71875,0,0,0,12.58,582,9361,0,72085498.3125,72085498.3125,0.0,0.00
8/1/2015,0.0,0,0.887,57.7845,334,5293,27705.9375,0,0,0,16.34,575,9476,0,72113204.25,72113204.25,0.0,0.00
8/2/2015,0.0,0,1.02,67.9224,394,5358,28223.4375,0,0,0,16.12,581,9563,0,72141427.6875,72141427.6875,0.0,0.00
8/3/2015,0.0,0,1.126,74.5737,443,5280,27976.71875,0,0,0,16.37,587,9639,0,72169404.40625,72169404.40625,0.0,0.00
8/4/2015,0.0,0,1.217,82.0352,458,5368,28478.4375,0,0,0,16.1,587,9696,0,72197882.84375,72197882.84375,0.0,0.00
8/5/2015,0.0,0,1.328,86.1558,371,5235,27528.59375,0,0,0,16.51,579,9749,0,72225411.4375,72225411.4375,0.0,0.00
8/6/2015,0.0,0,1.381,88.3326,411,5116,27075.46875,0,0,0,16.89,584,9790,0,72252486.90625,72252486.90625,0.0,0.00
8/7/2015,0.1317,37318413511279304835,1.4709999999999999,95.2981,409,5189,27437.65625,49353826,122980,604684154870,16.65,633,10314,2050,72279924.5625,72279924.5625,200.215391038125,2.77
8/8/2015,0.0468,68099970071856826797,1.5859999999999999,104.8971,458,5256,27943.4375,376006093,1940277,322713574989,16.44,668,10730,2881,72307868.0,72307868.0,58.56937308,0.81
8/9/2015,0.0024,14098949703205590944,1.709,109.6916,421,5123,27178.28125,38863003,3141325,475467129048,16.86,618,11004,1329,72335046.28125,72335046.28125,53.527934248125,0.74
8/10/2015,0.0045,31165144438378735884,1.838,120.5988,415,5255,27817.34375,74070061,3141511,421654904254,16.44,631,11679,2037,72362863.625,72362863.625,49.206747265,0.68
8/11/2015,0.0099,11311448586019755030,2.036,134.7695,438,5280,28027.8125,163481740,3141521,77838819162,16.37,692,13576,4963,72390891.4375,72390891.4375,76.73434492375,1.06
8/12/2015,0.0044,32586992404377741650,2.207,143.0004,474,5124,27370.9375,70102332,3141555,444902379011,16.86,653,13913,2036,72418262.375,72418262.375,90.52282796875,1.25
8/13/2015,0.0053,24929169109943118841,2.3369999999999997,156.6101,504,5286,28268.125,88234087,3141552,268683475202,16.34,666,14459,2842,72446530.5,72446530.5,128.95482429,1.78
8/14/2015,0.0043,14354834112827458118,2.6710000000000003,196.7576,555,5809,31106.71875,78746522,3141575,193455494453,14.88,660,15024,3174,72477637.21875,72477637.21875,130.45974699375,1.80
8/15/2015,0.0035,8836593028046850811,3.378,227.665,441,5382,28512.65625,59565914,3141584,144368937208,16.04,638,15407,2284,72506149.875,72506149.875,129.78600827625,1.79
8/16/2015,0.0036,6677237924905556046,3.6319999999999997,231.8948,385,5132,27094.53125,58241191,3141581,120940093311,16.84,641,15698,2440,72533244.40625,72533244.40625,99.3705448365625,1.37
8/17/2015,0.0036,7642811839634956979,3.908,258.9066,377,5347,28118.90625,60515132,3141589,132149993345,16.16,635,15984,2512,72561363.3125,72561363.3125,87.073635975,1.20
8/18/2015,0.0043,11906071340176042601,4.378,270.4645,390,4948,26162.8125,66816413,3141585,146513014268,17.46,648,16268,2494,72587526.125,72587526.125,92.18615817875,1.27
8/19/2015,0.0056,15430950669480218002,4.42,284.0496,361,5192,27282.03125,91746712,3141611,194583349948,16.64,653,16553,3246,72614808.15625,72614808.15625,91.494658276875,1.26
8/20/2015,0.005,6855566942706630722,4.468999999999999,221.4382,257,4024,21057.03125,63112713,3141608,99011782801,21.47,650,16773,2303,72635865.1875,72635865.1875,107.5010804775,1.48
8/21/2015,0.0067,7855041724705318491,4.415,277.282,338,5088,26690.9375,106379973,3141620,79543407701,16.98,668,17070,3919,72662556.125,72662556.125,104.63408082,1.44
8/22/2015,0.0055,42547171829582457556,4.828,312.6127,323,5271,27550.46875,90744195,3141669,552841333007,16.39,648,17313,3579,72690106.59375,72690106.59375,101.0392481653125,1.39
8/23/2015,0.0075,8049767672901801716,5.138,317.1623,320,5013,26255.625,117802449,3141828,73439482806,17.24,681,17662,4190,72716362.21875,72716362.21875,98.1670889953125,1.35
8/24/2015,0.006,8876285419798610754,5.178999999999999,333.3458,377,5184,27333.28125,97648912,3141762,92409814705,16.67,673,17839,4432,72743695.5,72743695.5,90.20218242,1.24
8/25/2015,0.0071,8259755825110535782,5.172999999999999,325.2465,335,5097,26736.09375,114480057,3141658,76432335617,16.95,680,18089,4487,72770431.59375,72770431.59375,85.1414049646875,1.17
8/26/2015,0.0063,7447729278556984663,5.587000000000001,343.1277,303,5003,26137.96875,99511209,3141656,60481160549,17.27,669,18298,4156,72796569.5625,72796569.5625,84.4440206925,1.16
8/27/2015,0.01,8670963042887940562,5.925,341.1168,266,4708,24532.8125,147888097,3141738,59307091958,18.35,708,18508,5590,72821102.375,72821102.375,82.28784568375,1.13
8/28/2015,0.0077,9925148370505206658,6.251,355.2287,257,4653,24225.15625,111903559,3141816,92879907335,18.57,691,18687,4758,72845327.53125,72845327.53125,94.698925790625,1.30
8/29/2015,0.0073,5507451526061552074,6.6579999999999995,351.453,232,4329,22525.0,99107570,3141640,56211090684,19.93,682,18815,4139,72867852.53125,72867852.53125,85.984065986875,1.18
8/30/2015,0.0079,5634173742432616856,6.781000000000001,340.144,179,4155,21453.59375,102643603,3141760,55155494457,20.77,689,19017,4572,72889306.125,72889306.125,96.213884085,1.32
8/31/2015,0.01,7424533814378986634,7.2139999999999995,359.3523,182,4122,21293.4375,129040364,3141670,58423521569,20.87,731,19168,5196,72910599.5625,72910599.5625,98.429309409375,1.35
9/1/2015,0.0113,7843769855894396934,7.641,363.4134,171,3938,20342.96875,140186844,3142022,56671549652,21.86,741,19349,5153,72930942.53125,72930942.53125,98.4567724171875,1.35
9/2/2015,0.0124,8153735331051015790,8.283999999999999,355.9032,135,3577,18387.34375,139367393,3141705,59243651401,24.12,766,19500,5195,72949329.875,72949329.875,94.10463553875,1.29
9/3/2015,0.0119,6970025674099678731,8.355,339.3088,126,3383,17380.9375,126323875,3141915,55051483461,25.53,755,19646,4777,72966710.8125,72966710.8125,91.93805562375,1.26
9/4/2015,0.012,9733856361469302860,6.47,350.0661,232,4443,23081.875,167169621,3141831,58779015464,19.3,762,19791,5642,72989792.6875,72989792.6875,92.697036713125,1.27
9/5/2015,0.0103,9141228323603367680,6.235,374.917,274,4921,25629.0625,159443421,3141859,54768144366,17.48,753,19955,5519,73015421.75,73015421.75,100.0311277975,1.37
9/6/2015,0.0091,8055487734515995632,6.305,388.4451,345,4978,26168.28125,142769611,3141785,55089818552,17.19,733,20081,5521,73041590.03125,73041590.03125,94.954067040625,1.30
9/7/2015,0.0113,9256422395866533683,6.3389999999999995,379.8349,343,4834,25460.46875,170954165,3141753,53594260637,17.77,753,20308,5702,73067050.5,73067050.5,90.60314262,1.24
9/8/2015,0.0103,10379926302044415805,6.077000000000001,370.7395,348,4923,25892.5,159613715,3141945,64932639811,17.46,759,20433,5622,73092943.0,73092943.0,89.90431989,1.23
9/9/2015,0.011,9840601069163061227,6.202000000000001,386.1935,345,5035,26427.65625,173606036,3141686,53779997784,17.12,765,20609,5604,73119370.65625,73119370.65625,88.4744384940625,1.21
9/10/2015,0.009,7925807170796993218,6.29,392.0801,383,5003,26444.21875,141533806,3141856,54630657670,17.18,730,20711,5341,73145814.875,73145814.875,84.849145255,1.16
9/11/2015,0.0099,8876728152679961379,6.562,421.6556,411,5141,27239.84375,160019709,3141709,55713802958,16.71,736,20897,6460,73173054.71875,73173054.71875,71.709593624375,0.98
9/12/2015,0.0118,11354833193505237873,6.832999999999999,424.2721,339,5026,26401.09375,186314190,3141607,61830202468,17.11,761,21043,5596,73199455.8125,73199455.8125,76.127434045,1.04
9/13/2015,0.0114,9578725673919106360,7.022,432.7014,353,4971,26171.40625,177583552,3141606,52313524792,17.25,764,21252,6057,73225627.21875,73225627.21875,68.832089585625,0.94
9/14/2015,0.0113,9901548419395161346,6.626,399.6471,360,4851,25588.125,171636301,3141838,53772389657,17.61,771,21409,5572,73251215.34375,73251215.34375,63.7285573490625,0.87
9/15/2015,0.0098,8426997145283307063,6.419,387.7858,378,4842,25615.3125,148568242,3141800,53191101494,17.75,755,21581,5409,73276830.65625,73276830.65625,68.880220816875,0.94
9/16/2015,0.0094,15146617077844793236,6.178999999999999,383.9057,412,4956,26318.125,146153300,3141820,111518559318,17.32,739,21719,5872,73303148.78125,73303148.78125,65.972833903125,0.90
9/17/2015,0.0097,8556523791455505710,6.04,362.1457,372,4808,25435.625,147106346,3141794,55637920883,17.91,753,21826,5368,73328584.40625,73328584.40625,65.2624401215625,0.89
9/18/2015,0.0139,11834821066198469252,5.653,346.2296,403,4889,25901.71875,212949263,3141637,55703151966,17.57,785,21999,5802,73354486.125,73354486.125,62.35131320625,0.85
9/19/2015,0.0095,7982204372925467553,5.547999999999999,357.5566,490,5078,27179.6875,151038683,3141615,51639660974,16.9,735,22106,5205,73381665.8125,73381665.8125,65.309682573125,0.89
9/20/2015,0.0124,10969645471755072320,6.202000000000001,408.748,389,5305,27982.65625,206446103,3142039,52910345407,16.04,766,22230,6402,73409648.46875,73409648.46875,69.005069560625,0.94
9/21/2015,0.012,10180741940942933773,6.541,409.9779,340,5075,26651.875,190902398,3141982,51171380285,16.87,779,22363,6305,73436300.34375,73436300.34375,66.092670309375,0.90
9/22/2015,0.0133,11404145175916603648,6.624,410.0917,298,5051,26370.3125,211491983,3141713,51465441496,17.0,807,22496,6804,73462670.65625,73462670.65625,66.116403590625,0.90
9/23/2015,0.0122,10700267104792060772,6.895,438.8619,334,5165,27080.3125,198471252,3141858,51732832046,16.58,784,22648,7404,73489750.96875,73489750.96875,66.140775871875,0.90
9/24/2015,0.0117,10319506266501325064,7.029,436.2345,341,5021,26385.78125,183782502,3141870,54262646753,17.1,782,22783,6224,73516136.75,73516136.75,59.5480707675,0.81
9/25/2015,0.0111,9836594916126598067,6.977,443.497,366,5126,27003.4375,178617418,3141685,52300197415,16.73,767,22902,5851,73543140.1875,73543140.1875,54.42192373875,0.74
9/26/2015,0.0104,9289146478621032364,7.227,440.6371,338,4930,25910.3125,160320021,3141649,55315658061,17.32,765,22964,5907,73569050.5,73569050.5,57.38385939,0.78
9/27/2015,0.0111,8423870450444848099,7.252999999999999,426.444,307,4773,25011.09375,165754018,3141739,51025979902,17.92,725,23045,5760,73594061.59375,73594061.59375,52.9877243475,0.72
9/28/2015,0.0115,9272346609307110334,6.747000000000001,391.4721,275,4738,24714.21875,171799357,3141657,52683661382,18.02,755,23160,6123,73618775.8125,73618775.8125,43.435077729375,0.59
9/29/2015,0.0107,8877328420749419272,6.057,347.3122,314,4640,24368.4375,155322802,3141780,55437141860,18.51,762,23283,5738,73643144.25,73643144.25,50.07733809,0.68
9/30/2015,0.0108,8385327115721004019,5.625,332.8925,356,4757,25093.75,161315703,3141889,51461473059,18.04,742,23385,5870,73668238.0,73668238.0,53.04113136,0.72
10/1/2015,0.0102,8767949463445914933,5.653,365.2783,373,5210,27422.03125,167413168,3141822,51474669294,16.45,741,23482,6421,73695660.03125,73695660.03125,50.11304882125,0.68
10/2/2015,0.0109,9765296662850670640,5.982,378.4969,324,5143,26913.125,175336965,3141782,52567714347,16.62,773,23563,6063,73722573.15625,73722573.15625,50.13134974625,0.68
10/3/2015,0.0111,9791648364458627976,6.291,390.9186,292,5077,26453.75,176738025,3141755,52502578427,16.84,769,23689,6112,73749026.90625,73749026.90625,50.8868285653125,0.69
10/4/2015,0.0114,9431925785897953000,6.206,371.1233,281,4886,25480.15625,175625589,3141756,50733256095,17.47,776,23777,6624,73774507.0625,73774507.0625,49.428919731875,0.67
10/5/2015,0.0138,11486773507230090791,6.285,385.5859,292,5009,26136.875,217225401,3141678,50742818443,17.05,771,23909,6279,73800643.9375,73800643.9375,46.494405680625,0.63
10/6/2015,0.0123,9995299953552863558,6.276,368.4521,266,4806,25036.5625,185466056,3141827,51375494165,17.67,781,24005,6458,73825680.5,73825680.5,48.72494913,0.66
10/7/2015,0.0145,12182989920710770554,5.984,366.9765,295,5004,26133.59375,227483136,3141680,51181314265,17.09,808,24102,7121,73851814.09375,73851814.09375,45.0496065971875,0.61
10/8/2015,0.0128,11972933368342351096,5.978,375.1336,270,5152,26782.1875,206603046,3141709,56971870131,16.6,789,24168,6926,73878596.28125,73878596.28125,45.804729694375,0.62
10/9/2015,0.0117,11309218384317883884,6.122999999999999,364.9485,245,4905,25447.65625,180944156,3141695,61962572208,17.45,779,24243,6763,73904043.9375,73904043.9375,48.037628559375,0.65
10/10/2015,0.0113,11382811617053815692,6.032,360.6383,270,4896,25499.6875,174240457,3141792,64893302980,17.44,778,24303,6529,73929543.625,73929543.625,46.57561248375,0.63
10/11/2015,0.0097,8998794599150719656,6.138999999999999,381.8711,301,5073,26510.78125,154497993,3141731,56318375319,16.91,748,24359,6023,73956054.40625,73956054.40625,46.5923142759375,0.63
10/12/2015,0.0124,10703807320817251298,6.145,386.3386,284,5148,26800.0,200001725,3141695,51359902694,16.48,787,24473,6593,73982854.40625,73982854.40625,46.6091982759375,0.63
10/13/2015,0.0139,12323248799642253340,6.357,397.9554,301,5108,26668.28125,223630692,3141683,53219625156,16.76,818,24675,6818,74009522.6875,74009522.6875,44.4057136125,0.60
10/14/2015,0.0125,11831998521079002721,6.482,394.1999,320,4934,25875.625,193279995,3141697,57976429615,17.3,791,24906,6830,74035398.3125,74035398.3125,37.758053139375,0.51
10/15/2015,0.0225,18870343861669733508,6.209,372.9212,263,4926,25610.46875,347607211,3141699,54823147993,17.39,824,25142,6499,74061008.78125,74061008.78125,41.4741649175,0.56
10/16/2015,0.0261,21179446545648124480,5.815,347.0096,273,4883,25441.40625,400824348,3141670,53404946237,17.56,827,25248,6795,74086450.1875,74086450.1875,39.265818599375,0.53
10/17/2015,0.0145,12291462445798012724,6.004,373.0388,312,5056,26450.625,230368185,3141653,53619552703,16.86,788,25356,6567,74112900.8125,74112900.8125,40.762095446875,0.55
10/18/2015,0.0161,13113012602069783055,5.974,362.4454,297,4945,25848.28125,249377360,3141624,52006592112,17.28,812,25489,6481,74138749.09375,74138749.09375,38.55214952875,0.52
10/19/2015,0.0139,11699219139603278508,5.922000000000001,360.9165,291,4975,25966.71875,216816740,3141665,52456819761,17.29,802,25729,6604,74164715.8125,74164715.8125,36.340710748125,0.49
10/20/2015,0.0122,11527019798769716636,5.835,359.4184,332,4990,26192.5,191557542,3141727,53767556518,17.2,770,25828,5897,74190908.3125,74190908.3125,32.6439996575,0.44
10/21/2015,0.0115,10155857734674392412,5.876,358.9999,289,4990,26046.40625,180468852,3141707,53588794315,17.22,774,26090,6182,74216954.71875,74216954.71875,32.65546007625,0.44
10/22/2015,0.0157,13200504837911974188,5.734,341.149,305,4835,25330.78125,237772273,3141732,57253941421,17.78,782,26244,5979,74242285.5,74242285.5,43.802948445,0.59
10/23/2015,0.0157,13747941391847577549,5.879,380.6258,331,5263,27558.59375,260401303,3141638,51207267003,16.26,818,26449,6888,74269844.09375,74269844.09375,38.62031892875,0.52
10/24/2015,0.013,10696638217152165404,6.287999999999999,400.8051,336,5171,27115.0,211420205,3141626,50749518370,16.52,771,26892,6361,74296959.09375,74296959.09375,42.3492666834375,0.57
10/25/2015,0.0106,9079512126157535658,6.5889999999999995,415.4128,351,5096,26814.21875,170100960,3141631,51635339670,16.74,751,27220,5830,74323773.3125,74323773.3125,48.310452653125,0.65
10/26/2015,0.0132,10773267121614423564,6.541,399.276,366,4908,25915.3125,203310004,3141613,54585998170,17.52,765,27534,5938,74349688.625,74349688.625,55.0187695825,0.74
10/27/2015,0.0223,18902897578375482359,6.542000000000001,423.6995,376,5220,27526.25,365376906,3141603,53525777571,16.5,815,27744,6784,74377214.875,74377214.875,64.70817694125,0.87
10/28/2015,0.013,10898696630107062428,6.846,425.0888,398,4967,26348.4375,202357247,3141629,54787998286,17.33,808,27918,7346,74403563.3125,74403563.3125,75.147598945625,1.01
10/29/2015,0.0149,12550751739957046206,7.04,457.198,453,5158,27507.03125,241667844,3141634,52364630378,16.64,814,28188,7836,74431070.34375,74431070.34375,86.34004159875,1.16
10/30/2015,0.0152,13466321660416294744,7.428999999999999,485.0091,409,5232,27723.90625,250649964,3141598,54017718700,16.3,781,28770,7941,74458794.25,74458794.25,77.43714602,1.04
10/31/2015,0.0184,15482425600544887284,7.792999999999999,512.5808,554,5129,27747.8125,296674561,3141633,53753181787,16.65,812,29166,7557,74486542.0625,74486542.0625,66.293022435625,0.89
11/1/2015,0.0195,16170261068417536249,7.781000000000001,520.7818,625,5158,28180.15625,316473677,3141603,50751088484,16.54,783,29676,6915,74514722.21875,74514722.21875,78.2404583296875,1.05
11/2/2015,0.0122,10396013972700378420,7.69,494.4047,531,5024,27134.21875,193339829,3141654,53162663704,17.04,779,29973,6558,74541856.4375,74541856.4375,71.56018218,0.96
11/3/2015,0.0148,12240350989948539726,7.332999999999999,480.1956,573,5085,27605.78125,236076946,3141601,51578536572,16.83,844,30326,7399,74569462.21875,74569462.21875,74.56946221875,1.00
11/4/2015,0.0112,9392856950587456979,7.742999999999999,508.4657,549,5125,27716.40625,180987375,3141728,52243136362,16.79,762,30608,7037,74597178.625,74597178.625,64.89954540375,0.87
11/5/2015,0.0125,10593890524409684909,7.582000000000001,489.3514,473,5103,27291.40625,199792729,3141619,52990311400,16.85,813,30815,7498,74624470.03125,74624470.03125,66.4157783278125,0.89
11/6/2015,0.0192,15936270156556764007,7.5920000000000005,491.3861,450,5142,27422.1875,309939683,3141598,52184810513,16.56,812,30968,7882,74651892.21875,74651892.21875,68.67974084125,0.92
11/7/2015,0.037,32079919793349356329,7.55,478.1613,550,4922,26715.3125,572275369,3141648,51944373853,17.27,1005,31514,10996,74678607.53125,74678607.53125,68.70431892875,0.92
11/8/2015,0.0357,29526878882442981964,7.709,498.873,570,5021,27289.0625,563914716,3141634,52414324288,17.02,1015,32153,12413,74705896.59375,74705896.59375,76.200014525625,1.02
11/9/2015,0.0134,11263102919443230382,7.754,496.5674,509,5024,27059.53125,211894015,3141601,51918274052,17.0,786,32455,7689,74732956.125,74732956.125,74.732956125,1.00
11/10/2015,0.0181,15351192628299204876,7.76,505.3881,574,5053,27444.0625,287969451,3141605,52237284910,16.92,834,32634,8151,74760400.1875,74760400.1875,68.7795681725,0.92
11/11/2015,0.0262,23076791328155836314,7.672999999999999,508.885,702,5028,27826.5625,414061456,3141604,52560853806,17.08,1044,32804,10217,74788226.75,74788226.75,58.334816865,0.78
11/12/2015,0.0282,25889101201769871285,7.746,517.4888,693,5079,28024.53125,450460992,3141977,59050838844,16.84,874,32918,9534,74816251.28125,74816251.28125,66.5864636403125,0.89
11/13/2015,0.0174,14583302464865801953,7.87,528.3143,681,5119,28185.15625,280236525,3141601,51534479321,16.63,808,33055,7891,74844436.4375,74844436.4375,66.611548429375,0.89
11/14/2015,0.0224,18534033511704232124,7.912999999999999,534.8715,713,5127,28357.65625,360305868,3141660,51216461485,16.64,938,33157,7211,74872794.09375,74872794.09375,66.6367867434375,0.89
11/15/2015,0.0138,11483974092635215057,8.26,550.2513,561,5195,28120.15625,224846805,3141650,51537798825,16.52,797,33264,7170,74900914.25,74900914.25,67.410822825,0.90
11/16/2015,0.0115,10269635973055744198,8.327,541.2585,577,5039,27395.15625,182259335,3141691,56768038418,16.97,782,33376,7442,74928309.40625,74928309.40625,70.432610841875,0.94
11/17/2015,0.0106,9596829650575912999,8.152999999999999,535.801,515,5163,27793.59375,171866071,3141628,56303859554,16.54,762,33512,7145,74956103.0,74956103.0,74.956103,1.00
11/18/2015,0.0122,10321475397415639389,8.55,550.5812,489,5075,27252.03125,195036006,3141600,53515892028,16.81,774,33629,7373,74983355.03125,74983355.03125,74.2335214809375,0.99
11/19/2015,0.0186,15863939513515044891,8.807,552.7532,446,4977,26563.4375,291565861,3141601,54119551224,17.04,882,33765,8876,75009918.46875,75009918.46875,71.2594225453125,0.95
11/20/2015,0.0145,11986899241936797512,7.975,472.9611,403,4721,25130.46875,215430072,3141629,54384895828,18.1,814,33883,6348,75035048.9375,75035048.9375,69.782595511875,0.93
11/21/2015,0.0127,11244910062602561332,7.601,480.0484,422,5035,26782.1875,200136785,3141598,54039631830,16.97,832,33999,6822,75061831.125,75061831.125,72.80997619125,0.97
11/22/2015,0.0127,11241715326286604797,7.5329999999999995,480.251,459,5049,26988.59375,200785655,3141599,53793371733,16.9,816,34447,7083,75088819.71875,75088819.71875,72.08526693,0.96
11/23/2015,0.0146,13316084717852136228,7.566,487.9382,483,5089,27272.34375,233727612,3141623,55629754775,16.65,863,34594,8260,75116092.0625,75116092.0625,70.60912653875,0.94
11/24/2015,0.0136,12966491027158747161,7.665,486.5758,484,5001,26848.125,213080657,3141597,58042755370,17.21,828,34812,7152,75142940.1875,75142940.1875,68.380075570625,0.91
11/25/2015,0.0152,12459630991672277588,7.517,470.151,464,4940,26471.875,236509015,3141605,54235748106,17.37,807,34913,7098,75169412.0625,75169412.0625,64.64569437375,0.86
11/26/2015,0.0111,9307010479992449281,7.497999999999999,470.857,486,4940,26538.4375,172083879,3141604,53986356287,17.36,784,35071,7278,75195950.5,75195950.5,66.17243644,0.88
11/27/2015,0.0107,9399192619419860582,7.47,492.9653,528,5174,27886.875,173300084,3141597,53456555142,16.5,790,35136,6639,75223837.375,75223837.375,65.44473851625,0.87
11/28/2015,0.0176,14567130571469754409,7.721,498.5437,571,5008,27207.96875,277436869,3141615,54312682973,16.96,774,35204,6817,75251045.34375,75251045.34375,68.4784512628125,0.91
11/29/2015,0.0108,9090792117113711272,7.721,500.4669,550,5050,27347.8125,171604728,3141597,53321187419,16.84,776,35288,6853,75278393.15625,75278393.15625,65.4922020459375,0.87
11/30/2015,0.0237,20815751537737421266,7.781000000000001,503.9533,516,5080,27356.25,378296036,3141791,55199244474,16.75,864,35402,8986,75305749.40625,75305749.40625,66.2690594775,0.88
12/1/2015,0.0145,13074388944575777609,7.872999999999999,514.3284,566,5078,27542.8125,231616100,3141605,54837947431,16.92,847,35508,6794,75333292.21875,75333292.21875,65.5399642303125,0.87
12/2/2015,0.0138,11438122532174238399,7.818,481.8385,501,4824,26007.03125,209753737,3141635,53588845124,17.86,819,35607,6502,75359299.25,75359299.25,62.5482183775,0.83
12/3/2015,0.0121,10666077605006573721,7.587999999999999,504.3068,537,5205,28063.28125,198524826,3141598,53564860105,16.46,778,35709,6971,75387362.53125,75387362.53125,61.817637275625,0.82
12/4/2015,0.0143,12372342317467218045,7.832999999999999,493.1904,432,5008,26679.375,224707034,3141596,53920215595,17.09,804,35879,6898,75414041.90625,75414041.90625,63.34779520125,0.84
12/5/2015,0.0147,13084824514839102759,8.164,511.9346,412,5006,26581.875,231821279,3141598,54430269329,17.07,835,36022,6784,75440623.78125,75440623.78125,64.1245302140625,0.85
12/6/2015,0.0208,17147404223188337107,7.852,487.6672,453,4913,26255.78125,321509549,3141608,53904812363,17.42,877,36291,9103,75466879.5625,75466879.5625,63.3921788325,0.84
12/7/2015,0.0113,9642772252255179440,7.648,483.681,493,4971,26718.90625,176718066,3141601,53988885934,17.18,775,36437,7141,75493598.46875,75493598.46875,60.394878775,0.80
12/8/2015,0.0111,9146200894289794928,7.547999999999999,469.5651,464,4911,26312.5,170716327,3141598,53743612456,17.39,771,36557,6697,75519910.96875,75519910.96875,62.6815261040625,0.83
12/9/2015,0.011,10136989432654592764,7.35,494.265,602,5208,28324.0625,179709088,3141606,54733915734,16.46,779,36673,7001,75548235.03125,75548235.03125,59.6831056746875,0.79
12/10/2015,0.0127,11340935043430610418,7.773,504.7793,467,5144,27477.34375,205190667,3141594,54938250098,16.71,820,36820,7444,75575712.375,75575712.375,63.483598395,0.84
12/11/2015,0.017,16852443787757887529,8.06,514.5903,454,5062,27022.8125,270674425,3141605,58195798149,16.93,884,36951,8105,75602735.1875,75602735.1875,68.798489020625,0.91
12/12/2015,0.0222,23123143175929711610,8.045,517.9029,486,5076,27206.5625,353864548,3141646,59486449382,16.82,916,37373,8205,75629941.75,75629941.75,73.3610434975,0.97
12/13/2015,0.0196,18732109712665255814,8.472000000000001,556.8745,399,5280,27907.34375,325726017,3141609,56701649126,16.29,845,37569,7426,75657849.09375,75657849.09375,72.63153513,0.96
12/14/2015,0.0901,74652439561455021898,8.576,541.3528,455,4999,26708.59375,1415319249,3141665,53372600387,17.12,1752,37729,15550,75684557.6875,75684557.6875,74.927712110625,0.99
12/15/2015,0.1209,114407858336816933404,8.769,559.704,445,5070,27014.53125,1945458070,3185202,62650330558,16.91,1834,37850,21098,75711572.21875,75711572.21875,76.4686879409375,1.01
12/16/2015,0.0536,44216781874774645730,8.562000000000001,534.0622,407,4982,26457.34375,838759501,3141637,54026271431,17.13,1216,37990,10304,75738029.5625,75738029.5625,74.980649266875,0.99
12/17/2015,0.0381,32401075213208356891,8.734,553.9679,420,5060,26883.125,606010119,3141623,55081281267,16.86,1053,38358,9612,75764912.6875,75764912.6875,71.21901792625,0.94
12/18/2015,0.0382,32181421454696323527,8.78,552.1806,414,5020,26671.5625,601895736,3141645,55034649240,17.06,1057,38634,9032,75791584.25,75791584.25,68.9703416675,0.91
12/19/2015,0.0341,28516230925703049905,8.719,548.8488,401,5038,26694.53125,539740128,3141624,53891713881,16.89,1009,38756,9314,75818278.78125,75818278.78125,68.236450903125,0.90
12/20/2015,0.0421,34427170021645833151,8.54,533.1539,447,4947,26436.09375,655002877,3141680,53342677327,17.07,1103,38902,9879,75844714.875,75844714.875,68.2602433875,0.90
12/21/2015,0.0474,39119193998361059476,8.513,531.4617,418,4976,26457.8125,740632642,3141615,53466176225,17.14,1172,39082,12063,75871172.6875,75871172.6875,67.525343691875,0.89
12/22/2015,0.0695,59162525716954596713,8.74,564.9776,456,5129,27374.375,1120896788,3142834,53627121090,16.63,2045,39208,21027,75898547.0625,75898547.0625,66.031735944375,0.87
12/23/2015,0.0908,81425990746295054821,8.532,552.9946,488,5112,27399.375,1474132298,3172096,55663754533,16.73,1544,39317,22740,75925946.4375,75925946.4375,64.537054471875,0.85
12/24/2015,0.0553,45754637863071995296,8.568999999999999,539.4988,422,5018,26686.5625,872428171,3141625,52792315740,17.04,1292,39422,13494,75952633.0,75952633.0,64.55973805,0.85
12/25/2015,0.0315,26594059296531217594,8.546,539.1713,371,5080,26803.59375,502552472,3141620,53550792729,16.82,1042,39537,9521,75979436.59375,75979436.59375,66.1021098365625,0.87
12/26/2015,0.0374,31296185188395460133,8.456,529.3583,405,5004,26560.15625,587287522,3141622,53675955367,17.08,1074,39678,10726,76005996.75,76005996.75,64.6050972375,0.85
12/27/2015,0.0803,86634345029167915594,8.589,545.346,468,5018,26853.75,1308470039,3236740,66846252680,16.96,1575,39822,21867,76032850.5,76032850.5,64.627922925,0.85
12/28/2015,0.043,36400490688487782520,8.532,545.0927,439,5081,27057.96875,687001176,3141597,53108130511,16.65,1239,40010,12368,76059908.46875,76059908.46875,63.89032311375,0.84
12/29/2015,0.0397,33189211049882554675,8.605,542.2221,463,4981,26661.09375,621538951,3141598,53729001893,17.18,1200,40182,11358,76086569.5625,76086569.5625,66.195315519375,0.87
12/30/2015,0.0851,76132284001654180432,8.478,534.5552,420,5028,26736.25,1353161589,3160925,56716784472,17.03,1564,40333,21767,76113305.8125,76113305.8125,68.50197523125,0.90
