Date(UTC),TransactionFee,Blocksize,BlockDifficulty,NetworkHash,TxGrowth,AddressCount,Ethersupply2,EtherPrice
6/7/2016,67482112136768209049,1693,46.207,3465.5588,46141,293517,80799782.21875,14.41
6/8/2016,28430812192927453340,1437,45.851000000000006,3478.0667,40433,295834,80832085.1875,14.44
6/9/2016,28894767011937517149,1477,48.158,3639.7054,39854,298208,80864311.125,14.49
6/10/2016,28896511606868581926,1437,46.861999999999995,3424.0833,40145,300769,80895475.34375,13.97
6/11/2016,27224630239587474814,1382,46.817,3555.18,36901,303280,80927850.8125,14.01
6/12/2016,29164100998113033739,1463,47.368,3581.6422,42581,306177,80960067.6875,15.57
6/13/2016,36906452815465346785,1599,49.146,3714.9746,46185,311130,80992291.90625,17.55
6/14/2016,38469211435809060658,1713,49.64,3749.449,50335,315391,81024437.375,18.7
6/15/2016,30456375914577276631,1523,49.733999999999995,3718.5221,43251,318367,81056304.40625,18.3
6/16/2016,40815292250596776680,1604,49.685,3717.1685,43392,323909,81088182.0625,20.61
6/17/2016,229306004249127446201,2138,48.375,3864.3682,66558,337984,81121598.46875,15.49
6/18/2016,271194911213586295596,2044,45.685,3764.232,63083,352687,81155985.65625,11.36
6/19/2016,54127484677533448797,1624,49.43899999999999,3855.0105,51035,359236,81189181.125,12.33
6/20/2016,51767217706211254887,1709,51.17100000000001,3814.1165,47118,364968,81220895.96875,11.7
6/21/2016,82844435130139790283,1629,49.998999999999995,3755.1058,47323,369392,81252884.40625,12.71
6/22/2016,51445064165343517221,1614,51.004,3914.4371,48615,375128,81285555.03125,13.21
6/23/2016,31978269688479587669,1513,53.457,3993.7808,41908,378661,81317403.15625,13.58
6/24/2016,39426748173337409785,1638,52.792,3987.4979,45331,382466,81349575.03125,14.25
6/25/2016,28301648221378725640,1415,53.446000000000005,3971.3075,36684,384815,81381260.96875,14.28
6/26/2016,27467985790382789811,1453,53.891999999999996,4090.5901,41613,387234,81413575.65625,13.82
6/27/2016,27658056517978171783,1410,55.306000000000004,4165.2564,39663,389903,81445670.5,14.04
6/28/2016,32100177929689153995,1482,55.833,4215.9351,43089,393251,81477831.90625,12.15
6/29/2016,56856452114446290314,1792,54.938,4114.6487,49897,396171,81509701.90625,12.76
6/30/2016,87887411162619001904,2367,54.998999999999995,4137.6421,63952,398289,81541688.0,12.4
7/1/2016,45454096208644167574,1380,55.25,4235.8486,40085,401254,81574306.28125,12.23
7/2/2016,24375605550274470943,1382,56.611999999999995,4246.5515,39257,403829,81606222.84375,12.04
7/3/2016,30726876586413611744,1404,57.748999999999995,4343.8485,39757,407099,81638262.53125,11.85
7/4/2016,26772880956090346975,1415,57.434,4332.1514,39950,409961,81670403.46875,11.34
7/5/2016,30158881660062777024,1470,58.422,4335.0033,39270,413875,81701981.28125,10.45
7/6/2016,29692077315522818820,1409,57.053999999999995,4336.5273,37900,416917,81734336.125,10.51
7/7/2016,26613300448323964993,1414,57.701,4320.9295,40433,420028,81766232.0625,10.07
7/8/2016,39347483545330195078,1581,57.863,4345.7744,42506,423126,81798181.59375,11.3
7/9/2016,49114684665136429858,1417,56.397,4356.4367,40410,427153,81830979.71875,10.92
7/10/2016,27646053877971549530,1407,58.464,4385.4846,39358,430282,81862945.1875,10.97
7/11/2016,28548693257569811254,1421,59.261,4454.888,38582,432814,81894930.5,10.58
7/12/2016,32638639041850692874,1567,59.736999999999995,4453.2789,40811,436469,81926691.59375,10.54
7/13/2016,24749750157973457754,1357,59.851000000000006,4517.2296,35740,439291,81958850.1875,10.44
7/14/2016,32409641880695731411,1536,59.835,4472.393,42809,442427,81990660.96875,11.55
7/15/2016,29146970369041368470,1457,58.711999999999996,4402.0765,41110,445925,82022545.65625,11.88
7/16/2016,23880860191960260850,1349,58.591,4426.8996,38062,448149,82054716.125,11.59
7/17/2016,19647012433455876559,1264,59.611000000000004,4446.0043,33914,449627,82086493.46875,11.19
7/18/2016,25653265275700645835,1397,59.773999999999994,4569.4936,39198,452120,82118991.59375,11.03
7/19/2016,29217898571946031301,1502,60.393,4514.7929,44184,455066,82150765.5,11.63
7/20/2016,75585687674878401770,1718,58.928999999999995,4425.822,50631,459828,82182680.34375,12.54
7/21/2016,34210520717130707526,1522,59.763000000000005,4602.5527,44882,463245,82215464.09375,12.66
7/22/2016,37417847605889702822,1641,59.596000000000004,4434.4853,48458,467682,82247154.71875,14.82
7/23/2016,33056305196837497063,1496,60.797,4619.5511,45006,471467,82279549.71875,14.4
7/24/2016,37346353490042772973,1797,60.912,4498.6015,58215,475286,82311025.96875,12.63
7/25/2016,39430337707067546294,1737,58.041000000000004,4353.0916,54856,479819,82343017.53125,13.84
7/26/2016,45488885084867599598,1946,57.485,4147.0192,61930,485119,82373795.03125,12.08
7/27/2016,38240125606431086309,1706,51.387,3975.9477,53035,490715,82406732.84375,13.05
7/28/2016,63951262384608731431,1610,55.687,4230.6929,48555,494141,82439087.0625,12.87
7/29/2016,45682048274658652403,1598,55.146,4137.8516,47243,497539,82471026.4375,12.87
7/30/2016,29990469208664903505,1460,54.678999999999995,4057.8986,42011,499895,82502668.15625,12.57
7/31/2016,30371510899954035714,1585,54.483000000000004,4120.2423,48749,502487,82534887.6875,11.86
8/1/2016,30441802272129106447,1561,54.442,4033.4068,45978,505148,82566482.0625,11.04
8/2/2016,33964003806568787283,1687,50.797,3736.2769,49041,509002,82597837.21875,8.3
8/3/2016,33026036095433308317,1665,48.633,3614.2588,49475,512182,82629544.875,10.42
8/4/2016,32411900469726911819,1617,51.09,3936.9981,46761,515072,82662397.6875,11.21
8/5/2016,29404612597034459174,1527,53.305,4031.1962,43212,517403,82694629.71875,11.05
8/6/2016,26054509040847270792,1465,53.004,3924.4177,41487,519315,82726219.5625,10.95
8/7/2016,27696032432606981451,1473,53.578,4058.0205,42955,521184,82758510.65625,10.98
8/8/2016,53896575426021106667,1504,54.81,4136.7742,42984,523483,82790686.59375,11.29
8/9/2016,31476820396721226395,1592,56.755,4353.1675,47057,526475,82823353.0,12.22
8/10/2016,33422242281535432520,1607,58.86,4442.4061,46290,529382,82855515.96875,12.22
8/11/2016,32086721642682205179,1621,60.119,4538.8823,48171,531910,82887720.8125,11.68
8/12/2016,30199866770868407584,1559,60.031000000000006,4529.4509,44400,534215,82919824.09375,11.78
8/13/2016,25077813847103889024,1431,59.674,4479.0387,41088,535905,82951823.0,11.56
8/14/2016,24198118880821938736,1406,59.898999999999994,4488.9892,40577,537523,82983791.90625,11.21
8/15/2016,27155155556446947416,1467,59.513999999999996,4512.4457,42302,539237,83016120.8125,11.21
8/16/2016,31164284928675119435,1621,61.567,4623.2492,48949,541034,83048158.0,11.17
8/17/2016,28701739012835344623,1532,61.463,4616.8304,44867,542790,83080152.53125,10.77
8/18/2016,36061490801676948657,1663,61.11,4717.6488,47799,544540,83112941.59375,10.77
8/19/2016,29832358749630857041,1491,62.458999999999996,4666.3602,42948,546215,83144783.0,10.71
8/20/2016,26607695325666671940,1453,63.446999999999996,4807.7401,41318,548162,83177018.625,11.28
8/21/2016,29017442472433238394,1480,63.103,4860.5322,42543,550289,83209710.96875,11.14
8/22/2016,29909456093232765075,1526,64.446,4890.1286,44250,551977,83242003.78125,11.07
8/23/2016,72118570861643088694,2023,65.758,4980.5674,48430,554648,83274187.6875,11.01
8/24/2016,30003258780428722599,1590,65.493,4968.8061,46821,556525,83306461.125,11.01
8/25/2016,32482903928131161029,1663,67.33800000000001,5076.846,49868,558729,83338596.75,11.35
8/26/2016,31575935947838293296,1610,70.035,5242.0628,47292,560699,83370468.15625,11.26
8/27/2016,28579939237612103103,1586,69.02,5241.1926,47938,562111,83402774.5625,11.19
8/28/2016,25727256715378786888,1451,68.798,5174.1701,42607,563720,83434802.53125,10.99
8/29/2016,29406896677409737984,1572,68.148,5110.3024,45510,565552,83466728.9375,10.95
8/30/2016,32246376594363230143,1616,68.22,5104.6336,46979,567437,83498603.78125,11.21
8/31/2016,29997664256262162265,1538,69.059,5212.9746,45846,569525,83530738.3125,11.55
9/1/2016,31743655942212787466,1583,70.596,5264.4573,47491,571972,83562483.0,12.21
9/2/2016,45229877971231147985,1850,70.13,5339.3071,55413,574088,83594867.0625,12.08
9/3/2016,27180749805405891762,1513,68.51,5064.514,44792,575948,83626363.0,11.85
9/4/2016,49336067762022995563,1719,65.87100000000001,4925.8701,48128,577800,83658227.0625,11.71
9/5/2016,28628867463828499834,1512,67.661,5116.8905,42667,579552,83690416.75,11.75
9/6/2016,33380266725753517830,1722,68.158,5066.0973,49102,581454,83722098.15625,11.7
9/7/2016,34199424352039586673,1692,68.605,5193.0105,48701,583226,83754365.96875,11.59
9/8/2016,41206539778718589470,1900,68.487,5135.7331,55970,585238,83786274.5625,11.39
9/9/2016,41896879007367117800,1853,68.268,5165.9252,53918,587306,83818491.4375,11.72
9/10/2016,27407063341467179868,1508,69.729,5212.7523,42875,589217,83850322.0625,12.05
9/11/2016,28548045711239096429,1460,71.178,5414.1144,43345,590967,83882675.03125,11.64
9/12/2016,35029999011945536360,1585,71.225,5397.9619,45123,593409,83914912.0625,11.89
9/13/2016,30392171843924340108,1497,71.654,5369.0839,42591,595387,83946816.90625,11.92
9/14/2016,36299358965057371729,1758,72.546,5550.9528,53859,597288,83979345.65625,11.97
9/15/2016,36226955150982022702,1743,73.116,5538.7187,52622,599089,84011528.46875,11.96
9/16/2016,46932013647152291139,2020,72.645,5504.7355,57532,600976,84043767.53125,12.61
9/17/2016,35281318150284198201,1588,75.421,5705.4374,46882,602847,84075922.53125,12.83
9/18/2016,29645262398345081186,1433,72.22399999999999,5038.1328,37893,604530,84105496.4375,12.39
9/19/2016,27617377710510909061,1341,62.901,5155.0804,40505,605538,84139773.3125,12.93
9/20/2016,32825567598931267501,1689,74.758,5747.8625,54067,607992,84172265.8125,14.72
9/21/2016,30172186063844163509,1598,77.929,5918.6443,44549,610986,84204349.5625,13.72
9/22/2016,63146131938337513001,1876,71.32300000000001,5443.359,52657,612765,84235955.1875,13.11
9/23/2016,49030931372571524370,1280,72.67,5966.6603,35219,614329,84270235.1875,13.36
9/24/2016,71029474725981245269,1526,74.211,5995.2836,43418,615966,84303560.03125,12.91
9/25/2016,67140201093604435874,1387,75.468,6227.8531,38713,618102,84337950.5,13.05
9/26/2016,115639205560856530734,1545,75.443,5867.8083,43514,619850,84370081.28125,12.89
9/27/2016,98540752097509906085,1661,71.52199999999999,6199.3892,46817,621612,84405365.65625,13.09
9/28/2016,68132691127373095818,1561,81.37899999999999,6242.7931,42797,623520,84437769.09375,13.3
9/29/2016,41279258006037078590,1442,83.711,6382.9672,40416,626265,84470082.53125,13.17
9/30/2016,40259026793623915521,1437,83.323,6211.6467,35836,628757,84501705.8125,13.24
10/1/2016,91389499897984898825,1810,76.304,6435.5312,53076,630756,84536184.40625,13.21
10/2/2016,87475216665960308812,1687,76.005,6609.1126,51105,633321,84571945.1875,13.23
10/3/2016,65927532636905010582,1719,81.561,6480.4953,47672,635918,84605219.71875,13.45
10/4/2016,85367792949644448074,2192,86.514,6618.6976,56662,660086,84637271.125,13.32
10/5/2016,64165744488147136203,1802,80.8,6594.0094,41719,662562,84670352.6875,13.09
10/6/2016,50258108900544569513,1938,83.821,6644.5921,36826,665271,84703194.5625,12.87
10/7/2016,53569770251353219787,4119,69.908,6417.1224,43708,667639,84739746.4375,12.68
10/8/2016,56380561903481824862,5429,76.211,6698.4587,37690,670797,84775841.125,12.24
10/9/2016,60023570060568614264,5683,84.95100000000001,6812.7671,43940,673589,84809266.75,12.06
10/10/2016,54636689680294807760,12725,86.427,6857.1214,44940,692580,84842397.6875,11.74
10/11/2016,39198654612373600556,2762,89.686,6937.1736,41053,698427,84874877.21875,11.75
10/12/2016,44186463139076410933,1248,84.156,6700.3711,30002,706700,84907969.875,11.77
10/13/2016,112658501136159021865,1306,82.198,6965.8669,32244,722341,84942796.125,12.02
10/14/2016,75246620265021985030,1400,91.991,7226.2037,42006,734697,84975709.875,11.9
10/15/2016,69082723000072803643,1236,95.454,7301.6059,33662,738149,85007917.0625,11.96
10/16/2016,66997100411559823459,1297,95.16799999999999,7491.1701,34990,743253,85040847.375,11.93
10/17/2016,71539503368285341607,1377,92.15700000000001,7121.9336,38136,747984,85073225.1875,11.98
10/18/2016,96863274723574532209,1747,92.932,7396.8799,51898,752637,85106545.5,12.5
10/19/2016,92764121622822552786,1638,92.35799999999999,7431.3973,38497,754184,85139695.1875,11.98
10/20/2016,54944965621889102239,1466,92.825,7670.915,43438,755773,85174224.25,12.05
10/21/2016,41964566912987050529,1724,102.156,7757.4499,57780,757282,85206351.125,12.07
10/22/2016,27659672600377352118,1357,103.794,7767.7022,37772,759020,85238053.78125,12.06
10/23/2016,26363036841796786687,1292,102.34100000000001,7558.2757,35364,760374,85269385.65625,11.95
10/24/2016,48590630046022500452,1791,101.691,7712.7627,52547,762017,85301447.53125,11.93
10/25/2016,43196156298486067810,1675,104.669,7817.4541,47610,765118,85333112.0625,11.38
10/26/2016,35289184982693484187,1550,104.78399999999999,7897.5795,45158,767113,85365068.9375,11.5
10/27/2016,33344290945122729147,1518,104.65899999999999,7754.9282,44353,768983,85396513.9375,11.43
10/28/2016,35892081342196328565,1472,101.735,7447.6341,41522,771307,85427593.0,11.08
10/29/2016,31122481768926020316,1461,85.036,5933.8419,40011,773134,85457222.53125,10.39
10/30/2016,30591477670535070877,1422,76.37,5768.4023,39435,774956,85489183.0,11.22
10/31/2016,33414825530357852866,1536,81.664,6170.1936,45031,776809,85521204.25,10.91
11/1/2016,41192685889813888271,1689,73.351,5264.4502,49025,779107,85551702.6875,10.75
11/2/2016,29197535737174571549,1497,64.719,4743.8178,43519,784101,85582844.71875,10.82
11/3/2016,29703140267934439857,1471,61.515,4528.1677,42346,786089,85614060.65625,10.86
11/4/2016,21701363740615475318,1262,57.16,4164.5726,32572,787718,85644984.25,11.13
11/5/2016,24598063675717145303,1358,53.005,3926.9146,37690,789257,85676408.78125,11.11
11/6/2016,23282718881160964652,1289,51.647,3870.5255,34391,790947,85708208.9375,10.97
11/7/2016,29029823132227692855,1399,58.599,4601.8022,41941,792758,85741468.0,10.9
11/8/2016,31468343128774329074,1476,67.264,5126.5784,41569,794819,85773795.1875,10.86
11/9/2016,34985425585907514812,1484,68.501,5000.396,40517,797293,85804797.53125,10.64
11/10/2016,35377435568150123235,1492,62.532,4596.517,40164,799270,85836008.3125,10.52
11/11/2016,44235781586002046695,1462,60.582,4470.7243,41070,801510,85867347.6875,10.29
11/12/2016,30717758394736034091,1426,60.465,4555.873,40882,803333,85899297.6875,9.96
11/13/2016,33926470962063717910,1468,64.65100000000001,4937.128,43673,805729,85931721.90625,10.13
11/14/2016,38314562568488063803,1576,68.109,5122.3997,43876,807584,85963606.125,10.0
11/15/2016,37027398102218795216,1577,69.61,5155.4629,45330,809701,85995043.15625,10.22
11/16/2016,34924240184009535107,1481,67.943,5050.1138,41684,811573,86026624.5625,10.01
11/17/2016,30428800013697696775,1476,66.53,4838.0854,40738,813381,86057433.15625,9.95
11/18/2016,34701169488084363494,1514,66.438,5193.5489,43785,815431,86090533.9375,9.53
11/19/2016,27900216826074273207,1375,71.949,5480.2832,39289,817002,86122865.03125,9.7
11/20/2016,32596468833022052914,1473,78.335,5987.5706,42125,818672,86155325.1875,9.57
11/21/2016,35251511680659518560,1537,84.45,6324.9229,42735,820838,86187136.75,9.56
11/22/2016,38094845805446734644,1708,81.078,5955.0846,53585,822445,86218314.25,9.84
11/23/2016,82229077971292274143,1950,75.589,5908.0341,64289,824109,86250939.875,9.78
11/24/2016,58893292411189924047,1424,68.111,5287.2911,36861,825754,86283337.53125,9.22
11/25/2016,59809748043842700329,1767,65.987,5301.8374,58075,846275,86316772.375,9.39
11/26/2016,72598881230528793896,1501,69.017,5364.8074,40804,849441,86349268.3125,9.34
11/27/2016,114916050187407607170,1703,65.524,5348.1061,44449,852266,86382979.40625,8.91
11/28/2016,122219275573189667981,1731,67.65,5544.287,48388,853978,86416919.25,8.67
11/29/2016,101589444818714041758,1692,69.01,5456.127,47036,855743,86449890.34375,8.18
11/30/2016,35319840146868767397,2209,69.28399999999999,5209.9548,39178,857601,86481730.34375,8.59
12/1/2016,27223136520090244551,1407,70.31,5268.3704,37121,859257,86513478.625,8.44
12/2/2016,28081757219806350656,1462,71.265,5341.6121,41642,862502,86545275.03125,7.65
12/3/2016,25910085196639703203,1404,74.253,5614.5189,41357,868899,86577391.4375,7.9
12/4/2016,26259067852262250200,1403,75.672,5551.9253,39643,874459,86608563.9375,7.54
12/5/2016,31260227778687816479,1491,73.601,5409.3217,41613,881172,86639798.625,6.69
12/6/2016,34724190362202270091,1615,71.207,5367.7479,48200,883754,86671774.25,7.61
12/7/2016,34986830893400990279,1523,73.643,5496.8057,41757,885642,86703484.875,8.35
12/8/2016,792488980472847617318,1416,76.369,5783.3873,39587,887335,86735578.9375,8.3
12/9/2016,31427944831704979055,1502,79.28,5914.8346,41444,889144,86767239.5625,8.52
12/10/2016,29027316459710687448,1428,80.985,6040.1544,40564,892527,86798915.96875,8.09
12/11/2016,36802824752362151712,1681,82.93799999999999,6204.02,39164,895206,86830698.0,8.2
12/12/2016,31236666299979217642,1477,80.878,5975.0517,38741,896938,86862037.375,8.45
12/13/2016,30964451383760047750,1538,82.22399999999999,6168.728,44664,898535,86893847.375,8.4
12/14/2016,34886653378922419663,1835,81.678,6132.4685,47294,901773,86925697.84375,8.23
12/15/2016,34427867607164909959,1582,82.53399999999999,6097.3583,46102,905539,86957065.65625,7.76
12/16/2016,30594388154557096390,1506,84.13799999999999,6290.8766,43953,907424,86988822.0625,7.85
12/17/2016,32801700786191403698,1418,84.53399999999999,6370.3847,39442,910520,87020784.40625,7.66
12/18/2016,27723246559895049134,1345,87.76,6594.1816,36640,912585,87052676.90625,7.89
12/19/2016,36451357768973606076,1616,88.902,6588.4056,45599,914696,87084147.375,7.61
12/20/2016,43901597465334609193,1536,90.508,6748.3212,44241,917034,87115816.28125,7.59
12/21/2016,54747365402673830874,1769,90.111,6696.8063,50793,918936,87147409.25,7.87
12/22/2016,38844405597480919257,1762,88.552,6475.333,55173,927709,87178483.3125,7.64
12/23/2016,29673669189633578030,1522,82.166,6022.6423,44391,931859,87209600.65625,7.16
12/24/2016,25817525349092126220,1361,76.928,5671.6635,37757,933627,87240927.53125,7.23
12/25/2016,24217901540017729787,1317,78.75,5939.9539,36601,934939,87272935.96875,7.19
12/26/2016,23120413010232811283,1294,82.52799999999999,6147.6001,34565,936356,87304580.65625,7.21
12/27/2016,36398134576455099831,1558,80.947,5943.6228,42370,938065,87335807.21875,7.15
12/28/2016,31575304426588826066,1531,79.482,5906.9011,43386,940084,87367378.625,7.57
12/29/2016,40700293206458891043,1678,78.498,5885.5378,46546,942696,87399197.375,8.21
12/30/2016,44810910765726428450,1623,78.99600000000001,5892.7281,44561,945119,87430878.9375,8.16
12/31/2016,28598800805711720561,1544,81.07300000000001,5957.5536,41220,948080,87462107.0625,8.05
1/1/2017,25262224854177027598,1390,79.895,5962.5576,38730,949686,87493855.34375,8.14
1/2/2017,28118341055529409329,1458,80.59100000000001,5979.936,39652,951934,87525386.125,8.34
1/3/2017,40245343098687603577,1627,80.545,5984.9265,45883,954595,87556909.40625,9.6
1/4/2017,39504583436605983867,1717,87.318,6603.4409,50673,958122,87589008.9375,10.88
1/5/2017,34857577903488731517,1676,90.096,6748.8433,49596,961441,87620825.96875,10.2
1/6/2017,31319076402295599237,1593,91.837,6783.5835,43804,964753,87652185.5,10.07
1/7/2017,30184494073781288105,1570,93.445,7025.7055,43622,967383,87684080.5,9.79
1/8/2017,33024227832090476133,1557,94.53399999999999,7052.8143,42727,969583,87715764.875,10.27
1/9/2017,35919169690070732630,1595,97.382,7281.103,46188,972005,87747515.1875,10.2
1/10/2017,38709404013881217984,1686,98.72200000000001,7283.0151,48179,974323,87778864.5625,10.55
1/11/2017,34634134307247943159,1591,99.096,7356.4905,45221,976598,87810387.53125,9.83
1/12/2017,37083060660754731459,1697,99.976,7432.253,50589,980228,87841944.25,9.81
1/13/2017,35782731983713529211,1729,101.35600000000001,7568.8324,50833,983851,87873674.5625,9.78
1/14/2017,28739323359416135537,1499,102.51700000000001,7587.9426,42044,987294,87905152.6875,9.78
1/15/2017,29981494275967727621,1498,103.641,7741.9086,41748,989724,87936854.71875,9.88
1/16/2017,32523713407245292661,1575,104.134,7735.3142,45375,992133,87968395.03125,9.59
1/17/2017,39422370215030625331,1642,103.81700000000001,7657.6882,46671,994840,87999691.125,10.14
1/18/2017,33984213641577643843,1583,102.053,7592.5237,44994,997440,88031299.09375,10.19
1/19/2017,31295282022109784175,1552,107.184,8114.4421,43628,999958,88063420.1875,10.43
1/20/2017,33647780082062600001,1609,106.85700000000001,7838.6452,45775,1003081,88094541.28125,10.6
1/21/2017,30663926862289090681,1504,108.35799999999999,8044.0736,43302,1005461,88126065.03125,10.91
1/22/2017,35768655611072718609,1616,108.811,8083.9775,47432,1008099,88157642.84375,10.71
1/23/2017,35018861180104653007,1612,111.109,8232.8818,46076,1010801,88189141.28125,10.78
1/24/2017,41164260408630843732,1754,109.885,8124.3364,50414,1013213,88220561.75,10.51
1/25/2017,37756706335768864167,1644,110.021,8145.8979,46256,1015638,88251985.34375,10.51
1/26/2017,36459947636460863024,1673,111.654,8367.5758,46856,1018788,88283770.03125,10.65
1/27/2017,35349428697352599603,1658,112.70700000000001,8244.2883,46680,1021176,88314884.875,10.51
1/28/2017,33345009009816923628,1628,111.59700000000001,8279.3794,45189,1023857,88346412.84375,10.54
1/29/2017,30618545932158397468,1523,110.677,8111.2062,42509,1025985,88377545.96875,10.47
1/30/2017,32792538455809677597,1579,110.965,8348.0885,45369,1028616,88409461.28125,10.62
1/31/2017,32009038231765586338,1539,112.73700000000001,8339.12,43649,1030377,88440875.1875,10.71
2/1/2017,38115541106272603500,1607,111.557,8226.0029,44541,1032363,88472207.375,10.71
2/2/2017,35459397355305276751,1578,113.89,8407.2648,43709,1034339,88503622.21875,10.78
2/3/2017,34059355115180443983,1568,112.321,8271.9789,42778,1036149,88534895.5,10.95
2/4/2017,32971661726655976851,1560,112.665,8427.7058,45410,1038366,88566656.28125,11.32
2/5/2017,34840821328830373260,1614,118.163,8773.2937,46542,1040151,88598257.84375,11.22
2/6/2017,35865613624237052074,1606,119.234,8877.6557,47306,1041868,88629881.4375,11.32
2/7/2017,46068715002669749283,1827,119.40799999999999,8865.7805,51866,1044080,88661372.84375,11.45
2/8/2017,43713741651080893871,1764,120.24,8981.8497,51089,1046627,88693080.8125,11.39
2/9/2017,40681621672173072888,1630,121.113,8947.4759,47873,1048537,88724508.0,10.94
2/10/2017,46219403549474186041,1735,124.421,9217.8017,52222,1050601,88756004.40625,11.34
2/11/2017,38495933170703538976,1594,124.729,9275.2906,46560,1052536,88787594.25,11.43
2/12/2017,40336776565119468871,1571,126.46,9392.2664,45319,1055170,88819163.9375,11.42
2/13/2017,61463154387193417895,1823,127.523,9522.8756,55990,1057373,88850898.0,11.39
2/14/2017,49832184354236298948,1914,129.976,9629.3742,58298,1060192,88882368.9375,13.0
2/15/2017,90527761018230749079,1818,129.591,9674.344,55320,1062971,88914090.34375,12.97
2/16/2017,39211240292990605995,1661,129.994,9633.6869,49674,1065094,88945630.1875,12.95
2/17/2017,38846674057194586175,1661,133.278,9813.818,49406,1067195,88976958.0,12.72
2/18/2017,44652698925798150014,1773,135.014,9910.4307,49398,1070152,89008169.71875,12.83
2/19/2017,36312674289665711573,1635,137.219,10076.9868,48227,1072189,89039436.90625,12.82
2/20/2017,41034467994638957453,1696,137.08700000000002,10118.1204,50152,1074669,89070824.71875,12.52
2/21/2017,54865479665312910682,1989,140.244,10342.9777,58434,1077693,89102241.59375,12.77
2/22/2017,50954347613888516246,1790,140.528,10225.688,50372,1080026,89133228.9375,12.69
2/23/2017,43352493041966410892,1667,139.77100000000002,10249.8892,47601,1082340,89164458.46875,13.13
2/24/2017,41339238137770578395,1778,140.244,10300.807,54081,1085027,89195722.0625,13.11
2/25/2017,44662422324251088181,1761,142.922,10613.2667,53245,1087362,89227275.96875,13.57
2/26/2017,39379004377985995785,1713,147.403,11038.1733,51716,1089873,89259096.125,14.59
2/27/2017,45027386000703138046,1819,150.763,11078.6475,52642,1093061,89290342.53125,15.55
2/28/2017,50962691423419127550,1935,154.531,11579.116,60277,1097572,89322198.625,16.07
3/1/2017,54942971648871974051,2235,152.61,11193.1403,59774,1104598,89353343.46875,17.55
3/2/2017,54862694242966990698,2209,152.75,11369.6535,70779,1111090,89384974.40625,19.08
3/3/2017,46403122802155148932,2084,160.218,11791.9899,64294,1117915,89416273.3125,19.48
3/4/2017,42519420519271363084,1860,158.696,11641.3951,58756,1122227,89447445.96875,18.61
3/5/2017,43438703490226225108,1821,163.957,12169.6377,57031,1126316,89479007.84375,19.22
3/6/2017,41351692018480516903,1808,166.365,12202.0077,57020,1130974,89510160.96875,19.75
3/7/2017,43802708615888367828,1963,165.933,12126.1529,62589,1134803,89541229.71875,18.91
3/8/2017,40317484090895007739,1800,170.548,12566.0974,55386,1139079,89572555.65625,16.54
3/9/2017,49768597101768192862,2403,173.894,12593.1903,64266,1145689,89603365.1875,17.71
3/10/2017,55572756428245646413,2190,172.946,12622.6645,65132,1151824,89634392.21875,19.13
3/11/2017,47961429061199038755,2014,175.15099999999998,12870.7578,64803,1157765,89665627.6875,21.45
3/12/2017,48529026723026003793,2043,177.745,12911.1921,66646,1165133,89696477.21875,23.31
3/13/2017,76362749610958856557,2452,180.235,13434.1504,81718,1177027,89728090.96875,28.45
3/14/2017,74822605774397316786,2433,179.845,13255.2329,77155,1186677,89759305.8125,28.58
3/15/2017,64307989531205615973,2456,184.132,13628.7396,81205,1197188,89790683.46875,35.18
3/16/2017,85398885983425859306,3071,185.854,13794.9629,109950,1214848,89822111.4375,45.51
3/17/2017,88966202597589970086,2880,192.81,14518.7852,106635,1230590,89853953.3125,44.48
3/18/2017,60519844564429769441,2513,197.601,14696.5419,89920,1242545,89885435.65625,34.0
3/19/2017,57003510352675362135,2396,190.86700000000002,13915.1809,84599,1251192,89916430.1875,43.12
3/20/2017,56949211838891853751,2316,199.408,14863.3155,80264,1260406,89948100.5,42.51
3/21/2017,64218718934215860189,2507,199.63099999999997,14561.0448,84298,1270512,89979116.90625,42.67
3/22/2017,60196470444093515961,2368,201.632,14914.7357,78821,1278778,90010489.25,41.65
3/23/2017,60999082037629553742,2513,210.87900000000002,15425.4361,82434,1286770,90041470.1875,43.2
3/24/2017,73289017898363959002,2557,211.0,15334.1063,87775,1298200,90072311.125,53.19
3/25/2017,58092453009488053955,2428,211.205,15439.4585,84394,1307733,90103373.9375,50.62
3/26/2017,58104728576066337737,2375,221.175,16219.4936,79534,1315072,90134549.40625,50.63
3/27/2017,77739246066675336706,2896,231.657,16894.3097,94570,1326892,90165551.59375,49.06
3/28/2017,63882073242730655832,2543,229.549,16458.957,84348,1335886,90196107.0625,50.25
3/29/2017,69324984414454722873,2744,232.98,17141.823,93064,1344798,90227375.34375,53.07
3/30/2017,71105132156761807056,2853,236.982,17183.9723,96209,1359106,90258195.1875,51.91
3/31/2017,77400676527541184983,2949,240.139,17643.5302,103102,1373457,90289403.46875,49.91
4/1/2017,57222881358614525490,2403,239.048,17342.0731,80572,1381163,90320254.40625,50.6
4/2/2017,66267082119486013587,2669,242.037,17320.8014,88948,1391454,90350695.1875,48.55
4/3/2017,74784457554753285736,2788,225.778,16564.8723,100221,1404395,90381881.4375,44.13
4/4/2017,64979850017955125453,2518,240.588,17593.0096,86279,1414615,90412936.75,44.43
4/5/2017,68312686048585142155,2558,246.27900000000002,18094.6996,87411,1424910,90444172.0625,44.9
