Date(UTC),TransactionFee,Blocksize,BlockDifficulty,NetworkHash,TxGrowth,AddressCount,Ethersupply2,EtherPrice
7/30/2015,0,644,0.121,11.5297,8893,9205,72049306.59375,0.0
7/31/2015,0,582,0.603,51.4594,0,9361,72085498.3125,0.0
8/1/2015,0,575,0.887,57.7845,0,9476,72113204.25,0.0
8/2/2015,0,581,1.02,67.9224,0,9563,72141427.6875,0.0
8/3/2015,0,587,1.126,74.5737,0,9639,72169404.40625,0.0
8/4/2015,0,587,1.217,82.0352,0,9696,72197882.84375,0.0
8/5/2015,0,579,1.328,86.1558,0,9749,72225411.4375,0.0
8/6/2015,0,584,1.381,88.3326,0,9790,72252486.90625,0.0
8/7/2015,37318413511279304835,633,1.4709999999999999,95.2981,2050,10314,72279924.5625,2.77
8/8/2015,68099970071856826797,668,1.5859999999999999,104.8971,2881,10730,72307868.0,0.81
8/9/2015,14098949703205590944,618,1.709,109.6916,1329,11004,72335046.28125,0.74
8/10/2015,31165144438378735884,631,1.838,120.5988,2037,11679,72362863.625,0.68
8/11/2015,11311448586019755030,692,2.036,134.7695,4963,13576,72390891.4375,1.06
8/12/2015,32586992404377741650,653,2.207,143.0004,2036,13913,72418262.375,1.25
8/13/2015,24929169109943118841,666,2.3369999999999997,156.6101,2842,14459,72446530.5,1.78
8/14/2015,14354834112827458118,660,2.6710000000000003,196.7576,3174,15024,72477637.21875,1.8
8/15/2015,8836593028046850811,638,3.378,227.665,2284,15407,72506149.875,1.79
8/16/2015,6677237924905556046,641,3.6319999999999997,231.8948,2440,15698,72533244.40625,1.37
8/17/2015,7642811839634956979,635,3.908,258.9066,2512,15984,72561363.3125,1.2
8/18/2015,11906071340176042601,648,4.378,270.4645,2494,16268,72587526.125,1.27
8/19/2015,15430950669480218002,653,4.42,284.0496,3246,16553,72614808.15625,1.26
8/20/2015,6855566942706630722,650,4.468999999999999,221.4382,2303,16773,72635865.1875,1.48
8/21/2015,7855041724705318491,668,4.415,277.282,3919,17070,72662556.125,1.44
8/22/2015,42547171829582457556,648,4.828,312.6127,3579,17313,72690106.59375,1.39
8/23/2015,8049767672901801716,681,5.138,317.1623,4190,17662,72716362.21875,1.35
8/24/2015,8876285419798610754,673,5.178999999999999,333.3458,4432,17839,72743695.5,1.24
8/25/2015,8259755825110535782,680,5.172999999999999,325.2465,4487,18089,72770431.59375,1.17
8/26/2015,7447729278556984663,669,5.587000000000001,343.1277,4156,18298,72796569.5625,1.16
8/27/2015,8670963042887940562,708,5.925,341.1168,5590,18508,72821102.375,1.13
8/28/2015,9925148370505206658,691,6.251,355.2287,4758,18687,72845327.53125,1.3
8/29/2015,5507451526061552074,682,6.6579999999999995,351.453,4139,18815,72867852.53125,1.18
8/30/2015,5634173742432616856,689,6.781000000000001,340.144,4572,19017,72889306.125,1.32
8/31/2015,7424533814378986634,731,7.2139999999999995,359.3523,5196,19168,72910599.5625,1.35
9/1/2015,7843769855894396934,741,7.641,363.4134,5153,19349,72930942.53125,1.35
9/2/2015,8153735331051015790,766,8.283999999999999,355.9032,5195,19500,72949329.875,1.29
9/3/2015,6970025674099678731,755,8.355,339.3088,4777,19646,72966710.8125,1.26
9/4/2015,9733856361469302860,762,6.47,350.0661,5642,19791,72989792.6875,1.27
9/5/2015,9141228323603367680,753,6.235,374.917,5519,19955,73015421.75,1.37
9/6/2015,8055487734515995632,733,6.305,388.4451,5521,20081,73041590.03125,1.3
9/7/2015,9256422395866533683,753,6.3389999999999995,379.8349,5702,20308,73067050.5,1.24
9/8/2015,10379926302044415805,759,6.077000000000001,370.7395,5622,20433,73092943.0,1.23
9/9/2015,9840601069163061227,765,6.202000000000001,386.1935,5604,20609,73119370.65625,1.21
9/10/2015,7925807170796993218,730,6.29,392.0801,5341,20711,73145814.875,1.16
9/11/2015,8876728152679961379,736,6.562,421.6556,6460,20897,73173054.71875,0.98
9/12/2015,11354833193505237873,761,6.832999999999999,424.2721,5596,21043,73199455.8125,1.04
9/13/2015,9578725673919106360,764,7.022,432.7014,6057,21252,73225627.21875,0.94
9/14/2015,9901548419395161346,771,6.626,399.6471,5572,21409,73251215.34375,0.87
9/15/2015,8426997145283307063,755,6.419,387.7858,5409,21581,73276830.65625,0.94
9/16/2015,15146617077844793236,739,6.178999999999999,383.9057,5872,21719,73303148.78125,0.9
9/17/2015,8556523791455505710,753,6.04,362.1457,5368,21826,73328584.40625,0.89
9/18/2015,11834821066198469252,785,5.653,346.2296,5802,21999,73354486.125,0.85
9/19/2015,7982204372925467553,735,5.547999999999999,357.5566,5205,22106,73381665.8125,0.89
9/20/2015,10969645471755072320,766,6.202000000000001,408.748,6402,22230,73409648.46875,0.94
9/21/2015,10180741940942933773,779,6.541,409.9779,6305,22363,73436300.34375,0.9
9/22/2015,11404145175916603648,807,6.624,410.0917,6804,22496,73462670.65625,0.9
9/23/2015,10700267104792060772,784,6.895,438.8619,7404,22648,73489750.96875,0.9
9/24/2015,10319506266501325064,782,7.029,436.2345,6224,22783,73516136.75,0.81
9/25/2015,9836594916126598067,767,6.977,443.497,5851,22902,73543140.1875,0.74
9/26/2015,9289146478621032364,765,7.227,440.6371,5907,22964,73569050.5,0.78
9/27/2015,8423870450444848099,725,7.252999999999999,426.444,5760,23045,73594061.59375,0.72
9/28/2015,9272346609307110334,755,6.747000000000001,391.4721,6123,23160,73618775.8125,0.59
9/29/2015,8877328420749419272,762,6.057,347.3122,5738,23283,73643144.25,0.68
9/30/2015,8385327115721004019,742,5.625,332.8925,5870,23385,73668238.0,0.72
10/1/2015,8767949463445914933,741,5.653,365.2783,6421,23482,73695660.03125,0.68
10/2/2015,9765296662850670640,773,5.982,378.4969,6063,23563,73722573.15625,0.68
10/3/2015,9791648364458627976,769,6.291,390.9186,6112,23689,73749026.90625,0.69
10/4/2015,9431925785897953000,776,6.206,371.1233,6624,23777,73774507.0625,0.67
10/5/2015,11486773507230090791,771,6.285,385.5859,6279,23909,73800643.9375,0.63
10/6/2015,9995299953552863558,781,6.276,368.4521,6458,24005,73825680.5,0.66
10/7/2015,12182989920710770554,808,5.984,366.9765,7121,24102,73851814.09375,0.61
10/8/2015,11972933368342351096,789,5.978,375.1336,6926,24168,73878596.28125,0.62
10/9/2015,11309218384317883884,779,6.122999999999999,364.9485,6763,24243,73904043.9375,0.65
10/10/2015,11382811617053815692,778,6.032,360.6383,6529,24303,73929543.625,0.63
10/11/2015,8998794599150719656,748,6.138999999999999,381.8711,6023,24359,73956054.40625,0.63
10/12/2015,10703807320817251298,787,6.145,386.3386,6593,24473,73982854.40625,0.63
10/13/2015,12323248799642253340,818,6.357,397.9554,6818,24675,74009522.6875,0.6
10/14/2015,11831998521079002721,791,6.482,394.1999,6830,24906,74035398.3125,0.51
10/15/2015,18870343861669733508,824,6.209,372.9212,6499,25142,74061008.78125,0.56
10/16/2015,21179446545648124480,827,5.815,347.0096,6795,25248,74086450.1875,0.53
10/17/2015,12291462445798012724,788,6.004,373.0388,6567,25356,74112900.8125,0.55
10/18/2015,13113012602069783055,812,5.974,362.4454,6481,25489,74138749.09375,0.52
10/19/2015,11699219139603278508,802,5.922000000000001,360.9165,6604,25729,74164715.8125,0.49
10/20/2015,11527019798769716636,770,5.835,359.4184,5897,25828,74190908.3125,0.44
10/21/2015,10155857734674392412,774,5.876,358.9999,6182,26090,74216954.71875,0.44
10/22/2015,13200504837911974188,782,5.734,341.149,5979,26244,74242285.5,0.59
10/23/2015,13747941391847577549,818,5.879,380.6258,6888,26449,74269844.09375,0.52
10/24/2015,10696638217152165404,771,6.287999999999999,400.8051,6361,26892,74296959.09375,0.57
10/25/2015,9079512126157535658,751,6.5889999999999995,415.4128,5830,27220,74323773.3125,0.65
10/26/2015,10773267121614423564,765,6.541,399.276,5938,27534,74349688.625,0.74
10/27/2015,18902897578375482359,815,6.542000000000001,423.6995,6784,27744,74377214.875,0.87
10/28/2015,10898696630107062428,808,6.846,425.0888,7346,27918,74403563.3125,1.01
10/29/2015,12550751739957046206,814,7.04,457.198,7836,28188,74431070.34375,1.16
10/30/2015,13466321660416294744,781,7.428999999999999,485.0091,7941,28770,74458794.25,1.04
10/31/2015,15482425600544887284,812,7.792999999999999,512.5808,7557,29166,74486542.0625,0.89
11/1/2015,16170261068417536249,783,7.781000000000001,520.7818,6915,29676,74514722.21875,1.05
11/2/2015,10396013972700378420,779,7.69,494.4047,6558,29973,74541856.4375,0.96
11/3/2015,12240350989948539726,844,7.332999999999999,480.1956,7399,30326,74569462.21875,1.0
11/4/2015,9392856950587456979,762,7.742999999999999,508.4657,7037,30608,74597178.625,0.87
11/5/2015,10593890524409684909,813,7.582000000000001,489.3514,7498,30815,74624470.03125,0.89
11/6/2015,15936270156556764007,812,7.5920000000000005,491.3861,7882,30968,74651892.21875,0.92
11/7/2015,32079919793349356329,1005,7.55,478.1613,10996,31514,74678607.53125,0.92
11/8/2015,29526878882442981964,1015,7.709,498.873,12413,32153,74705896.59375,1.02
11/9/2015,11263102919443230382,786,7.754,496.5674,7689,32455,74732956.125,1.0
11/10/2015,15351192628299204876,834,7.76,505.3881,8151,32634,74760400.1875,0.92
11/11/2015,23076791328155836314,1044,7.672999999999999,508.885,10217,32804,74788226.75,0.78
11/12/2015,25889101201769871285,874,7.746,517.4888,9534,32918,74816251.28125,0.89
11/13/2015,14583302464865801953,808,7.87,528.3143,7891,33055,74844436.4375,0.89
11/14/2015,18534033511704232124,938,7.912999999999999,534.8715,7211,33157,74872794.09375,0.89
11/15/2015,11483974092635215057,797,8.26,550.2513,7170,33264,74900914.25,0.9
11/16/2015,10269635973055744198,782,8.327,541.2585,7442,33376,74928309.40625,0.94
11/17/2015,9596829650575912999,762,8.152999999999999,535.801,7145,33512,74956103.0,1.0
11/18/2015,10321475397415639389,774,8.55,550.5812,7373,33629,74983355.03125,0.99
11/19/2015,15863939513515044891,882,8.807,552.7532,8876,33765,75009918.46875,0.95
11/20/2015,11986899241936797512,814,7.975,472.9611,6348,33883,75035048.9375,0.93
11/21/2015,11244910062602561332,832,7.601,480.0484,6822,33999,75061831.125,0.97
11/22/2015,11241715326286604797,816,7.5329999999999995,480.251,7083,34447,75088819.71875,0.96
11/23/2015,13316084717852136228,863,7.566,487.9382,8260,34594,75116092.0625,0.94
11/24/2015,12966491027158747161,828,7.665,486.5758,7152,34812,75142940.1875,0.91
11/25/2015,12459630991672277588,807,7.517,470.151,7098,34913,75169412.0625,0.86
11/26/2015,9307010479992449281,784,7.497999999999999,470.857,7278,35071,75195950.5,0.88
11/27/2015,9399192619419860582,790,7.47,492.9653,6639,35136,75223837.375,0.87
11/28/2015,14567130571469754409,774,7.721,498.5437,6817,35204,75251045.34375,0.91
11/29/2015,9090792117113711272,776,7.721,500.4669,6853,35288,75278393.15625,0.87
11/30/2015,20815751537737421266,864,7.781000000000001,503.9533,8986,35402,75305749.40625,0.88
12/1/2015,13074388944575777609,847,7.872999999999999,514.3284,6794,35508,75333292.21875,0.87
12/2/2015,11438122532174238399,819,7.818,481.8385,6502,35607,75359299.25,0.83
12/3/2015,10666077605006573721,778,7.587999999999999,504.3068,6971,35709,75387362.53125,0.82
12/4/2015,12372342317467218045,804,7.832999999999999,493.1904,6898,35879,75414041.90625,0.84
12/5/2015,13084824514839102759,835,8.164,511.9346,6784,36022,75440623.78125,0.85
12/6/2015,17147404223188337107,877,7.852,487.6672,9103,36291,75466879.5625,0.84
12/7/2015,9642772252255179440,775,7.648,483.681,7141,36437,75493598.46875,0.8
12/8/2015,9146200894289794928,771,7.547999999999999,469.5651,6697,36557,75519910.96875,0.83
12/9/2015,10136989432654592764,779,7.35,494.265,7001,36673,75548235.03125,0.79
12/10/2015,11340935043430610418,820,7.773,504.7793,7444,36820,75575712.375,0.84
12/11/2015,16852443787757887529,884,8.06,514.5903,8105,36951,75602735.1875,0.91
12/12/2015,23123143175929711610,916,8.045,517.9029,8205,37373,75629941.75,0.97
12/13/2015,18732109712665255814,845,8.472000000000001,556.8745,7426,37569,75657849.09375,0.96
12/14/2015,74652439561455021898,1752,8.576,541.3528,15550,37729,75684557.6875,0.99
12/15/2015,114407858336816933404,1834,8.769,559.704,21098,37850,75711572.21875,1.01
12/16/2015,44216781874774645730,1216,8.562000000000001,534.0622,10304,37990,75738029.5625,0.99
12/17/2015,32401075213208356891,1053,8.734,553.9679,9612,38358,75764912.6875,0.94
12/18/2015,32181421454696323527,1057,8.78,552.1806,9032,38634,75791584.25,0.91
12/19/2015,28516230925703049905,1009,8.719,548.8488,9314,38756,75818278.78125,0.9
12/20/2015,34427170021645833151,1103,8.54,533.1539,9879,38902,75844714.875,0.9
12/21/2015,39119193998361059476,1172,8.513,531.4617,12063,39082,75871172.6875,0.89
12/22/2015,59162525716954596713,2045,8.74,564.9776,21027,39208,75898547.0625,0.87
12/23/2015,81425990746295054821,1544,8.532,552.9946,22740,39317,75925946.4375,0.85
12/24/2015,45754637863071995296,1292,8.568999999999999,539.4988,13494,39422,75952633.0,0.85
12/25/2015,26594059296531217594,1042,8.546,539.1713,9521,39537,75979436.59375,0.87
12/26/2015,31296185188395460133,1074,8.456,529.3583,10726,39678,76005996.75,0.85
12/27/2015,86634345029167915594,1575,8.589,545.346,21867,39822,76032850.5,0.85
12/28/2015,36400490688487782520,1239,8.532,545.0927,12368,40010,76059908.46875,0.84
12/29/2015,33189211049882554675,1200,8.605,542.2221,11358,40182,76086569.5625,0.87
12/30/2015,76132284001654180432,1564,8.478,534.5552,21767,40333,76113305.8125,0.9
12/31/2015,25067324647301430536,1057,8.543,542.7166,10301,40566,76140217.84375,0.93
1/1/2016,15650894936718752380,885,8.547,526.2007,8233,40701,76166284.40625,0.93
1/2/2016,19359790811857714750,954,8.147,528.0765,9164,40850,76193668.3125,0.93
1/3/2016,19448316682466488056,955,8.312000000000001,544.8281,9258,41000,76221344.09375,0.97
1/4/2016,21310431896313736148,981,8.334,541.3346,9474,41198,76248764.71875,0.95
1/5/2016,60356444504277487333,1396,8.306000000000001,548.8214,16430,41381,76276603.9375,0.95
1/6/2016,66533918450161227489,1553,8.423,552.2518,17074,41647,76304229.40625,0.96
1/7/2016,65506547602439590264,1550,8.21,526.3401,22075,41869,76331251.59375,0.95
1/8/2016,26049507544506407175,1080,8.302,550.7067,10919,42078,76359248.3125,0.99
1/9/2016,39300517520859971054,1209,8.433,551.6457,11793,42411,76386844.09375,0.99
1/10/2016,26326052773322897092,1044,8.337,538.0286,10320,42678,76414132.0625,0.99
1/11/2016,25513565112846124771,1058,8.828,561.5707,10893,43005,76441137.21875,1.05
1/12/2016,25630722267460299100,1094,8.89,541.1136,10862,43351,76467038.0,1.23
1/13/2016,60312609443641457512,1423,8.484,530.6222,17665,43579,76493573.3125,1.13
1/14/2016,26776176405036451541,1062,8.735,553.7419,10653,43804,76520492.53125,1.16
1/15/2016,23160124217773726978,1006,8.996,567.1537,9875,44209,76547289.875,1.22
1/16/2016,22650257057284401829,967,9.202,574.0822,10664,44494,76573813.0,1.22
1/17/2016,17039702197228480516,887,9.068,568.3259,9747,44771,76600412.84375,1.31
1/18/2016,30918809979884179006,1057,9.454,591.419,12916,45167,76627033.0,1.47
1/19/2016,35576958227966313784,1107,9.539,584.904,13420,45486,76653125.8125,1.37
1/20/2016,19013491869610907123,959,9.414,588.1518,10610,45937,76679668.3125,1.53
1/21/2016,20295975834499795383,944,9.597999999999999,584.1308,10734,46362,76705587.53125,1.54
1/22/2016,31181325074578597403,1027,9.897,610.6596,13848,46783,76731842.53125,1.52
1/23/2016,17432803410571133806,906,10.059,608.8656,11025,47374,76757612.21875,2.03
1/24/2016,23730882576743100681,993,10.133,650.5701,12798,48105,76784855.1875,2.1
1/25/2016,40191242860806737766,1335,10.33,624.8285,17121,48925,76810552.21875,2.5
1/26/2016,37898057547576072726,1228,10.610999999999999,672.8732,16511,49844,76837541.4375,2.3
1/27/2016,56860146719716907969,1566,10.82,663.7333,18747,50637,76863642.21875,2.42
1/28/2016,41356011041144648852,1424,10.449000000000002,652.1991,16765,51643,76890206.90625,2.55
1/29/2016,37410343427461486224,1308,10.883,670.1196,16395,52611,76916367.375,2.41
1/30/2016,35429282168080463040,1179,10.876,668.8032,14661,53598,76942560.5,2.43
1/31/2016,33883769366783898846,1135,10.696,646.7083,14166,54494,76968242.375,2.2
2/1/2016,32539227416216587495,1081,10.917,679.1845,14199,55186,76994673.625,2.17
2/2/2016,29462927838445742070,1077,10.674000000000001,648.4793,14291,55768,77020542.0625,2.45
2/3/2016,27729175477288151003,1060,10.857000000000001,696.9209,14274,56445,77047840.03125,2.53
2/4/2016,32717501856642223868,1087,11.114,694.2255,14371,57050,77074402.375,2.57
2/5/2016,38974371493185273232,1117,11.175999999999998,698.6372,15249,57863,77100960.96875,2.57
2/6/2016,240782836139497540152,1678,10.867,674.6478,31418,58402,77127306.75,2.53
2/7/2016,53120733907433247770,1026,11.05,693.3343,14264,58925,77153991.4375,3.0
2/8/2016,37812427358868402303,1034,11.54,723.2448,14719,59593,77180646.4375,3.16
2/9/2016,50166925483712683867,1032,11.245,699.4473,15517,60346,77207117.53125,3.76
2/10/2016,58884244371348296342,1106,11.659,718.0474,17141,61635,77233278.78125,4.35
2/11/2016,46523547266425745299,1280,11.994000000000002,747.5285,21440,63947,77259756.59375,6.38
2/12/2016,33065545419009687145,1171,11.552999999999999,720.7269,18109,65483,77286258.625,5.27
2/13/2016,36118585709597310658,1222,12.097000000000001,766.029,19327,66901,77313140.1875,5.22
2/14/2016,27773044299706597294,1140,12.497,775.2691,16624,68010,77339469.25,5.2
2/15/2016,30725342958734838838,1127,12.875,794.6889,17159,68996,77365694.5625,5.22
2/16/2016,33294520810596814615,1128,12.696,789.694,17549,69956,77392140.34375,4.25
2/17/2016,41019393677163280957,1265,12.722000000000001,770.0884,19990,70919,77417812.375,3.86
2/18/2016,29269923354896102421,1109,12.182,750.9481,16969,71720,77444027.21875,4.36
2/19/2016,37036003294327345719,1157,12.651,794.8141,18412,73097,77470682.6875,4.45
2/20/2016,26791644896446060433,1046,12.814,800.292,16714,73761,77497243.46875,4.37
2/21/2016,28140680307967496994,1051,12.959000000000001,808.8832,17119,75500,77523780.03125,4.63
2/22/2016,32549111059549815952,1090,13.432,844.5991,18190,76417,77550537.84375,5.6
2/23/2016,94164366247646313588,1117,13.784,849.5091,18482,77363,77576707.84375,5.7
2/24/2016,52032071341041992175,1109,13.623,846.5788,19540,78179,77603134.71875,6.23
2/25/2016,31612843090259588075,1114,13.574000000000002,855.9038,19503,79187,77629958.46875,5.93
2/26/2016,50861640425641361867,1289,14.049000000000001,881.5024,21068,80568,77656612.53125,6.03
2/27/2016,28374744694627182226,1102,14.565,896.6538,18981,81372,77682812.375,6.31
2/28/2016,29358720800308190806,1091,14.737,915.9603,19063,82742,77709234.40625,6.5
2/29/2016,32944190213807785570,1175,14.937000000000001,885.9939,20358,84582,77734463.9375,6.35
3/1/2016,33950840330552244042,1157,14.453,900.4969,21778,86447,77760945.03125,7.59
3/2/2016,39078762637878354220,1199,14.99,939.1247,23562,88628,77787589.25,8.7
3/3/2016,35332731090065564580,1248,15.599,957.2282,24837,90921,77813700.5,9.35
3/4/2016,33963179590731944454,1249,16.141,982.6566,24287,93327,77839585.8125,9.96
3/5/2016,33898152810303794050,1314,16.473,1030.3311,27115,96435,77866168.0,11.0
3/6/2016,37692122626381833535,1366,17.342,1036.7243,27661,99307,77891567.6875,10.98
3/7/2016,30377257627256356269,1218,17.164,1047.5369,23271,101184,77917553.15625,9.5
3/8/2016,33347463941224012892,1242,17.492,1060.2446,24104,103555,77943376.28125,9.88
3/9/2016,26064171432983223515,1279,17.867,1080.6917,24557,105944,77969119.5625,11.55
3/10/2016,20346662047372321337,1222,18.006,1124.5588,24814,108347,77995747.0625,11.11
3/11/2016,19247904795592964849,1211,18.682000000000002,1152.2742,23124,109835,78022049.5625,11.25
3/12/2016,24293925277265427607,1385,19.655,1215.6928,27887,111755,78048419.71875,13.25
3/13/2016,25641714776873214637,1392,20.15,1291.2983,28127,113690,78075670.1875,15.0
3/14/2016,27788708533134811722,1501,20.066,1246.4302,28528,115840,78102078.15625,12.5
3/15/2016,24012965397747022790,1318,17.572,1295.5505,29273,117680,78133301.75,13.09
3/16/2016,23872785945399801169,1316,17.778,1322.2236,27596,119290,78164791.90625,12.92
3/17/2016,31668098021290349295,1421,18.039,1369.4014,33531,120974,78196816.4375,11.14
3/18/2016,27432688683182590705,1403,18.3,1354.7364,31821,122851,78228103.625,10.75
3/19/2016,44285379641552049135,1494,18.652,1419.6017,34779,124108,78260182.0625,10.55
3/20/2016,35728853851607730408,1446,19.423,1450.4615,32447,125636,78291777.21875,10.06
3/21/2016,32462389073761272323,1498,19.269000000000002,1430.1956,32511,127167,78323160.1875,11.97
3/22/2016,26139489102832785219,1514,19.567999999999998,1466.4437,32890,128345,78354872.0625,10.96
3/23/2016,32658298331512616844,1529,18.766,1389.2046,31786,129689,78386166.125,12.29
3/24/2016,41409782633873791935,1862,19.801,1505.2497,36947,130970,78418237.21875,11.13
3/25/2016,40354891825072786153,1621,20.872,1574.3074,36762,132066,78450127.0625,10.69
3/26/2016,35056420511198042968,1538,21.414,1620.192,36646,133107,78482062.375,11.0
3/27/2016,19209907756839878570,1261,21.976999999999997,1641.9153,29974,134131,78513693.15625,10.5
3/28/2016,26382126085586843793,1568,21.768,1608.6662,33613,135514,78544999.71875,11.58
3/29/2016,23912789886571370634,1389,22.514,1670.8109,33915,137297,78576437.53125,11.73
3/30/2016,37377481423068797583,1572,22.822,1712.2136,36767,139755,78608138.0,11.88
3/31/2016,25021663298129122120,1405,23.889,1769.0299,32259,141814,78639526.90625,11.41
4/1/2016,24237409893808492373,1493,23.749000000000002,1789.7099,33320,142900,78671411.59375,11.63
4/2/2016,18065663950977857507,1235,23.52,1726.9503,29358,144015,78702492.84375,11.61
4/3/2016,17936872868590196702,1245,24.296,1825.8351,29588,144966,78734222.53125,11.58
4/4/2016,24869415920255448877,1502,25.246,1909.2179,34907,146172,78766175.65625,11.1
4/5/2016,28606927282586795197,1528,25.706,1918.4151,39173,147380,78797750.5,10.39
4/6/2016,21679132762523199979,1337,25.666999999999998,1894.4371,32078,148499,78829013.15625,10.79
4/7/2016,21412719486920403062,1404,24.64,1812.6601,31893,149643,78860180.5,10.08
4/8/2016,25167538266033358131,1541,26.14,1973.1984,34010,150453,78892094.875,9.74
4/9/2016,19998059997122386662,1318,26.843000000000004,1959.8205,31923,151383,78923008.46875,9.16
4/10/2016,19447012947676659869,1281,27.084,2036.3026,32237,152608,78954790.1875,8.8
4/11/2016,18656502908593236474,1262,27.011999999999997,1971.8315,30327,153660,78985756.75,8.72
4/12/2016,22906012147998767103,1451,26.095,1930.8805,34673,154885,79017139.5625,7.54
4/13/2016,32967124210045439134,1477,27.243000000000002,2027.4732,36051,156088,79048625.65625,8.02
4/14/2016,31728571600625501681,1406,27.545,2040.3898,34781,157073,79080026.75,8.48
4/15/2016,23378874230626669665,1412,28.307,2122.0072,34959,157904,79111760.1875,8.22
4/16/2016,17224482778204991954,1215,28.881,2151.0281,30483,158682,79143291.4375,8.48
4/17/2016,30208193703863485125,1917,28.221,2099.2955,40203,159556,79174794.5625,9.45
4/18/2016,20099187823672429541,1351,29.524,2225.2231,33513,160474,79206654.09375,8.92
4/19/2016,19104945850009693497,1317,30.029,2224.0597,32622,161308,79237980.65625,8.77
4/20/2016,23848410608173012871,1359,30.156,2269.7286,32944,162317,79269812.0625,8.54
4/21/2016,30380826050479267531,1504,30.872,2289.2977,37181,164290,79301185.96875,8.16
4/22/2016,20576079560249551825,1291,29.74,2218.8202,31678,165351,79332762.6875,7.83
4/23/2016,19513944752159940934,1270,30.869,2314.4714,31845,166350,79364456.28125,8.31
4/24/2016,22486014517823509550,1433,30.604,2281.4876,34046,167428,79395951.28125,8.0
4/25/2016,23862166178647239199,1399,31.524,2398.2374,35430,168546,79428088.3125,7.43
4/26/2016,21659383479930707846,1344,31.493000000000002,2327.7401,32582,169724,79459376.125,7.5
4/27/2016,20450152724988817503,1314,31.083000000000002,2343.4699,33847,170969,79491251.125,7.77
4/28/2016,22638623847726053889,1408,32.024,2398.094,34343,172060,79522933.625,7.3
4/29/2016,23435252915232934293,1423,32.661,2445.412,37332,173151,79554617.21875,7.52
4/30/2016,32152456063466660004,1588,33.709,2541.0507,45769,179195,79586508.9375,8.83
5/1/2016,36700669237387784791,1681,34.484,2519.2786,39578,181732,79617521.75,8.76
5/2/2016,27427867397761671491,1480,32.281,2435.2643,41748,185706,79649433.3125,10.03
5/3/2016,26840990230658772630,1446,34.162,2570.8192,37821,187283,79681224.5625,9.37
5/4/2016,27322747028915802991,1498,34.166,2540.3269,37484,188964,79712683.3125,9.43
5/5/2016,31134811444692125769,1486,33.872,2548.6649,38707,190554,79744463.3125,9.79
5/6/2016,35174889059576644978,1625,34.080999999999996,2558.802,41271,191961,79776200.96875,9.27
5/7/2016,24227823434161325933,1375,34.085,2546.9321,35864,193317,79807774.09375,9.3
5/8/2016,28900901275870200168,1530,34.463,2596.7218,40063,194961,79839623.3125,9.44
5/9/2016,26341933886110361922,1460,34.883,2619.8292,38560,196739,79871424.71875,9.32
5/10/2016,27701449553180009624,1481,35.703,2678.5523,40684,198321,79903125.65625,9.39
5/11/2016,31626825816818447548,1559,34.84,2576.6882,40811,200962,79934378.78125,9.97
5/12/2016,39262539721951262654,1679,34.609,2640.5013,45002,204086,79966635.8125,10.1
5/13/2016,43190009936221245086,1674,36.815,2813.5085,47737,206863,79998832.53125,10.48
5/14/2016,35451335069212514324,1683,36.846,2768.5727,45745,209138,80030500.34375,10.14
5/15/2016,31305207361924575518,1540,37.115,2787.9132,43073,211568,80062308.9375,9.94
5/16/2016,27598439816888668958,1491,37.376999999999995,2782.0494,37424,213318,80093820.5,11.04
5/17/2016,28466737377311740959,1515,36.463,2777.3602,40309,215820,80126012.6875,12.26
5/18/2016,35070045109628170941,1689,37.900999999999996,2893.0189,46033,220927,80158417.0625,13.29
5/19/2016,33144675121741165112,1576,39.516999999999996,2959.2314,44523,224845,80190320.65625,14.49
5/20/2016,38027969373234813737,1677,40.048,3019.804,45177,230158,80222410.34375,13.73
5/21/2016,35799931136886349169,1673,40.655,3042.5019,43621,234753,80254249.875,13.95
5/22/2016,28876089114767099035,1494,40.059,3034.0969,38895,237169,80286506.125,14.21
5/23/2016,29634409335139757355,1568,40.332,3047.7928,43806,239919,80318586.75,13.45
5/24/2016,28595806683225445245,1528,41.105,3097.5979,42911,242437,80350590.03125,12.62
5/25/2016,32733418165197362462,1670,41.016000000000005,3126.5085,46443,245842,80382947.0625,12.53
5/26/2016,35558395839949500289,1733,41.95,3161.323,51147,248713,80414991.4375,12.37
5/27/2016,37995661451688502586,1727,41.742,3175.1154,49006,252987,80447313.15625,11.11
5/28/2016,80972786453789024796,2436,42.70399999999999,3253.1913,70148,265876,80479631.75,11.56
5/29/2016,38788722911244233225,1675,43.619,3275.4294,45890,269270,80511604.09375,12.28
5/30/2016,31855746822442454982,1543,43.391999999999996,3266.9893,42927,271793,80543608.15625,12.48
5/31/2016,31154237675102767413,1594,43.586000000000006,3226.0808,44386,274614,80575141.125,13.85
6/1/2016,31200754211332030799,1562,42.0,3170.4475,42221,277124,80607285.34375,13.83
6/2/2016,25860107097704162395,1453,42.903,3240.5703,39666,279202,80639467.53125,13.78
6/3/2016,25240089714403314963,1429,44.992,3413.4593,39834,281283,80671739.71875,13.78
6/4/2016,24383532747843846176,1409,44.998999999999995,3396.8318,37875,283172,80703881.28125,13.66
6/5/2016,23838806076398615509,1396,44.881,3326.0748,37896,285007,80735464.40625,13.85
6/6/2016,25866186268780527752,1426,45.278,3441.9709,38957,287195,80767836.28125,13.96
